visit_year_bin	SOURCE	CODE5	CODE6	CODE7	CODE8	CODE9	n_visits	n_events_per_visit_logmean	n_events_per_visit_logsd	n_patients
(2009,2017]	OUTPAT	91	20R	NA	NA	NA	1131	0.663956583725781	0.4036275173483139	922
(2009,2017]	OUTPAT	91	20U	NA	NA	NA	7318	0.5766670262141864	0.3467806958335369	5001
(2009,2017]	OUTPAT	91	20V	NA	NA	NA	2669	0.6772155245758296	0.44596413575873484	1889
(2009,2017]	OUTPAT	91	20Y	NA	NA	NA	5013	0.5944436395934888	0.2811264691677254	4025
(2009,2017]	OUTPAT	91	20Z	NA	NA	NA	2573	0.859219908226053	0.27264794331872505	2178
(2009,2017]	OUTPAT	91	25	NA	NA	NA	2898	0.6152392992658233	0.3588740945115551	2208
(2009,2017]	OUTPAT	91	30	NA	NA	NA	61148	0.5652947467474524	0.30632986697458875	27590
(2009,2017]	OUTPAT	91	30E	NA	NA	NA	11	0.4054651081081644	0	11
(2009,2017]	OUTPAT	91	30Q	NA	NA	NA	1594	0.5757792633422962	0.34935995486459026	997
(2009,2017]	OUTPAT	91	30S	NA	NA	NA	145	0.7607955836492023	0.3876678365885641	83
(2009,2017]	OUTPAT	91	40	NA	NA	NA	9460	0.7233928175064089	0.4476852819001955	3332
(2009,2017]	OUTPAT	91	40A	NA	NA	NA	17	0.5755004231347036	0.28175574458933195	13
(2009,2017]	OUTPAT	91	40D	NA	NA	NA	8	0.533171514049662	0.23646631498070267	8
(2009,2017]	OUTPAT	91	40E	NA	NA	NA	10	0.7389937257794256	0.5030496232722569	10
(2009,2017]	OUTPAT	91	40G	NA	NA	NA	91	0.5093339175533687	0.310776784432861	78
(2009,2017]	OUTPAT	91	40H	NA	NA	NA	20	0.5370195661064685	0.29412187825670355	14
(2009,2017]	OUTPAT	91	40I	NA	NA	NA	72	0.6219302620089345	0.4135416729354591	39
(2009,2017]	OUTPAT	91	40K	NA	NA	NA	42	0.8478242254914475	0.6011869124422176	34
(2009,2017]	OUTPAT	91	40M	NA	NA	NA	10	0.45654767048476347	0.161537245827677	9
(2009,2017]	OUTPAT	91	42	NA	NA	NA	69	0.6187484522125859	0.2794331951162074	54
(2009,2017]	OUTPAT	91	50	NA	NA	NA	31789	0.5315990706022464	0.2681017087086828	21112
(2009,2017]	OUTPAT	91	55	NA	NA	NA	23032	0.5251968408928728	0.265274605989252	16853
(2009,2017]	OUTPAT	91	55B	NA	NA	NA	667	0.44145079893691713	0.14751680522313404	512
(2009,2017]	OUTPAT	91	57	NA	NA	NA	19	0.570829044094063	0.3101219148465843	14
(2009,2017]	OUTPAT	91	58	NA	NA	NA	2826	0.5511796684119922	0.2892243951589099	2351
(2009,2017]	OUTPAT	91	58V	NA	NA	NA	1240	0.8005574719504868	0.4399832663828052	1087
(2009,2017]	OUTPAT	91	58X	NA	NA	NA	23	0.6927723805610781	0.4215174121165896	21
(2009,2017]	OUTPAT	91	58Y	NA	NA	NA	114	0.6558003651132129	0.4012763157124412	111
(2009,2017]	OUTPAT	91	60	NA	NA	NA	11745	0.4547538817100231	0.18703539153995144	7746
(2009,2017]	OUTPAT	91	60A	NA	NA	NA	52	0.7394575826709537	0.4060129465271872	49
(2009,2017]	OUTPAT	91	65	NA	NA	NA	3017	0.6113411606505773	0.34088143182436753	1867
(2009,2017]	OUTPAT	91	70	NA	NA	NA	32225	0.5580652138060302	0.3020820563176352	11607
(2009,2017]	OUTPAT	91	70F	NA	NA	NA	48	0.6268928675673393	0.38340147768957683	46
(2009,2017]	OUTPAT	91	74	NA	NA	NA	504	0.5830873157135507	0.33497923161333515	359
(2009,2017]	OUTPAT	91	75	NA	NA	NA	47	0.6211701748134182	0.33777891676200167	35
(2009,2017]	OUTPAT	91	77	NA	NA	NA	37326	0.538203500474513	0.3052946041597636	26516
(2009,2017]	OUTPAT	91	78	NA	NA	NA	46	0.8915891483479265	0.4731845573819132	36
(2009,2017]	OUTPAT	91	80	NA	NA	NA	5319	0.6264070538523723	0.4069851689427473	3535
(2009,2017]	OUTPAT	91	95	NA	NA	NA	10	0.5587127952379616	0.24675221885333976	10
(2009,2017]	OUTPAT	91	96	NA	NA	NA	223	0.5060544671462558	0.2371881983736716	205
(2009,2017]	OUTPAT	91	97	NA	NA	NA	52	0.5857555046154233	0.3148006560289148	48
(2009,2017]	OUTPAT	91	98	NA	NA	NA	204390	0.5409912286145646	0.27856179274660725	83290
(2009,2017]	OUTPAT	91	99K	NA	NA	NA	9	0.4054651081081644	0	9
(2009,2017]	OUTPAT	92	00	NA	NA	NA	23	0.4498847275660766	0.14717093897878739	23
(2009,2017]	OUTPAT	92	10	NA	NA	NA	65678	0.6404211582542386	0.3956724980407982	46020
(2009,2017]	OUTPAT	92	10A	NA	NA	NA	269	0.6836480921961454	0.3658419452108757	265
(2009,2017]	OUTPAT	92	10E	NA	NA	NA	17289	0.7041018841031589	0.447589022378287	13823
(2009,2017]	OUTPAT	92	10F	NA	NA	NA	225	0.5813763366858651	0.3846357259524336	214
(2009,2017]	OUTPAT	92	10G	NA	NA	NA	33224	0.5660199044724706	0.3201692684237972	26813
(2009,2017]	OUTPAT	92	10H	NA	NA	NA	3746	0.6144259553779887	0.4001695674066546	3279
(2009,2017]	OUTPAT	92	10I	NA	NA	NA	3277	0.6921600915946196	0.4255908418505962	2757
(2009,2017]	OUTPAT	92	10K	NA	NA	NA	48693	0.701291197360242	0.42060729574832656	34322
(2009,2017]	OUTPAT	92	10M	NA	NA	NA	4629	0.8945842085418437	0.551442997285789	3674
(2009,2017]	OUTPAT	92	10R	NA	NA	NA	22180	0.5705483512651982	0.3267935445514819	17800
(2009,2017]	OUTPAT	92	11	NA	NA	NA	4076	0.7316066374223003	0.42695039585814937	3432
(2009,2017]	OUTPAT	92	15	NA	NA	NA	121	0.7612975984018777	0.5132884741329742	114
(2009,2017]	OUTPAT	92	15Y	NA	NA	NA	10	0.45654767048476347	0.161537245827677	10
(2009,2017]	OUTPAT	92	20	NA	NA	NA	34379	0.5039893876106142	0.24636784097201841	26186
(2009,2017]	OUTPAT	92	20E	NA	NA	NA	763	0.42893968234613544	0.12355797376760021	720
(2009,2017]	OUTPAT	92	20G	NA	NA	NA	46178	0.5232447131567044	0.28516352514779836	36681
(2009,2017]	OUTPAT	92	20J	NA	NA	NA	15512	0.5376375267576096	0.26150301402098625	13451
(2009,2017]	OUTPAT	92	20L	NA	NA	NA	1858	0.5571164869997401	0.2999231187286361	1590
(2009,2017]	OUTPAT	92	20O	NA	NA	NA	94382	0.5361309273638936	0.27158270488626174	65048
(2009,2017]	OUTPAT	92	20P	NA	NA	NA	16620	0.5064726642767616	0.2680523344310401	14349
(2009,2017]	OUTPAT	92	20R	NA	NA	NA	1658	0.6222225205435227	0.3954737484447174	1429
(2009,2017]	OUTPAT	92	20U	NA	NA	NA	37233	0.5153440441617497	0.27527879119565557	29060
(2009,2017]	OUTPAT	92	20V	NA	NA	NA	20056	0.5561533048481078	0.3495574426933268	15800
(2009,2017]	OUTPAT	92	20Y	NA	NA	NA	9311	0.47228249395613653	0.2134586063249376	8263
(2009,2017]	OUTPAT	92	20Z	NA	NA	NA	762	0.5124491915721566	0.28974900371924683	675
(2009,2017]	OUTPAT	92	25	NA	NA	NA	13293	0.49812820924348605	0.25748653922034226	10838
(2009,2017]	OUTPAT	92	30	NA	NA	NA	102877	0.5710777273522681	0.307017514141084	65376
(2009,2017]	OUTPAT	92	30E	NA	NA	NA	12	0.4480339100886636	0.14746265569512662	12
(2009,2017]	OUTPAT	92	30Q	NA	NA	NA	3511	0.5936361129719451	0.3236262872487335	2194
(2009,2017]	OUTPAT	92	30S	NA	NA	NA	732	0.5931537867479965	0.31928490426363865	660
(2009,2017]	OUTPAT	92	30U	NA	NA	NA	27	0.5417265049902176	0.3215087537502016	27
(2009,2017]	OUTPAT	92	40	NA	NA	NA	3620	0.5940085957669188	0.3420841626665295	2774
(2009,2017]	OUTPAT	92	40A	NA	NA	NA	311	0.7461918757397293	0.43793037711955696	292
(2009,2017]	OUTPAT	92	40D	NA	NA	NA	50	0.629362297750282	0.38371416623834165	49
(2009,2017]	OUTPAT	92	40E	NA	NA	NA	226	0.6749862694468088	0.4128724109698897	220
(2009,2017]	OUTPAT	92	40G	NA	NA	NA	156	0.584689483648911	0.3185611812664861	150
(2009,2017]	OUTPAT	92	40H	NA	NA	NA	84	0.6132842063947063	0.35425132069677767	74
(2009,2017]	OUTPAT	92	40I	NA	NA	NA	54	0.6162030945425294	0.3239417780467298	53
(2009,2017]	OUTPAT	92	40K	NA	NA	NA	607	0.6248760090885692	0.3802038659588485	558
(2009,2017]	OUTPAT	92	40M	NA	NA	NA	75	0.6585581991066427	0.39937305499005316	67
(2009,2017]	OUTPAT	92	42	NA	NA	NA	149	0.46140691233455555	0.17167282339988155	113
(2009,2017]	OUTPAT	92	50	NA	NA	NA	80927	0.5194713241372596	0.2707660751332622	58589
(2009,2017]	OUTPAT	92	50N	NA	NA	NA	196	0.4358505882002415	0.12702471943342508	194
(2009,2017]	OUTPAT	92	55	NA	NA	NA	69216	0.511111113432199	0.25447061606911614	53367
(2009,2017]	OUTPAT	92	55A	NA	NA	NA	508	0.4513134535088532	0.16346064723181292	497
(2009,2017]	OUTPAT	92	55B	NA	NA	NA	9775	0.564298304006882	0.2830503371644189	9007
(2009,2017]	OUTPAT	92	57	NA	NA	NA	3032	0.5823430677510983	0.3212935123904271	2667
(2009,2017]	OUTPAT	92	57B	NA	NA	NA	23	0.4054651081081644	0	23
(2009,2017]	OUTPAT	92	58	NA	NA	NA	10694	0.6662752395388226	0.38124287875447793	9044
(2009,2017]	OUTPAT	92	58V	NA	NA	NA	4123	0.6705008792243924	0.4278707625621348	3814
(2009,2017]	OUTPAT	92	58X	NA	NA	NA	749	0.8346206231082125	0.4139787158978591	722
(2009,2017]	OUTPAT	92	58Y	NA	NA	NA	2722	0.8821172491556946	0.5073521074091656	2508
(2009,2017]	OUTPAT	92	60	NA	NA	NA	42953	0.566485462695015	0.3129353639960439	34576
(2009,2017]	OUTPAT	92	60A	NA	NA	NA	4901	0.6987758905201941	0.37166194707945555	4577
(2009,2017]	OUTPAT	92	60C	NA	NA	NA	61	0.6561553190989653	0.32685077184731426	59
(2009,2017]	OUTPAT	92	65	NA	NA	NA	23042	0.6133886201102793	0.3724886249836287	17883
(2009,2017]	OUTPAT	92	70	NA	NA	NA	33062	0.5480402481429018	0.29499661728712656	21851
(2009,2017]	OUTPAT	92	70F	NA	NA	NA	756	0.5894200428266392	0.37141757874317877	661
(2009,2017]	OUTPAT	92	74	NA	NA	NA	3021	0.5256325080786736	0.28024187798762723	2295
(2009,2017]	OUTPAT	92	75	NA	NA	NA	902	0.6628400155534411	0.3873185388100742	778
(2009,2017]	OUTPAT	92	75X	NA	NA	NA	29	0.47857764383920204	0.2370817183599935	24
(2009,2017]	OUTPAT	92	77	NA	NA	NA	43177	0.5689355496557149	0.33092326851337817	34239
(2009,2017]	OUTPAT	92	77F	NA	NA	NA	7	0.4054651081081644	0	7
(2009,2017]	OUTPAT	92	78	NA	NA	NA	1272	0.6332697450459273	0.36691333560996625	1083
(2009,2017]	OUTPAT	92	80	NA	NA	NA	37230	0.6643242399945883	0.4070413284389375	31353
(2009,2017]	OUTPAT	92	80A	NA	NA	NA	729	0.6644309372803612	0.34014721072367715	685
(2009,2017]	OUTPAT	92	93	NA	NA	NA	26	0.9596746486836435	0.47658792505058617	25
(2009,2017]	OUTPAT	92	94	NA	NA	NA	3372	0.7492236169745229	0.3682681665659662	3232
(2009,2017]	OUTPAT	92	95	NA	NA	NA	760	0.613797353057371	0.34112817499715103	702
(2009,2017]	OUTPAT	92	96	NA	NA	NA	37887	0.6066656069595135	0.3510787546695794	28638
(2009,2017]	OUTPAT	92	97	NA	NA	NA	1114	0.5110179922652084	0.2837382119653515	976
(2009,2017]	OUTPAT	92	98	NA	NA	NA	1028	0.5604776359956078	0.32018850185640507	846
(2009,2017]	OUTPAT	92	99	NA	NA	NA	535	0.8659961812858206	0.27967315706914897	439
(2009,2017]	OUTPAT	92	99H	NA	NA	NA	25	0.898682207200021	0.4061255042937174	20
(2009,2017]	OUTPAT	92	99K	NA	NA	NA	891	0.7853502451780274	0.3346438401247759	702
(2009,2017]	OUTPAT	93	00	NA	NA	NA	95	0.48612178554489976	0.187256787082662	52
(2009,2017]	OUTPAT	93	10	NA	NA	NA	278048	0.5856634462283391	0.35951732416419513	51686
(2009,2017]	OUTPAT	93	10A	NA	NA	NA	1289	0.6596599387864145	0.3939235549081076	475
(2009,2017]	OUTPAT	93	10E	NA	NA	NA	134829	0.6689566467507843	0.4208202489216898	16991
(2009,2017]	OUTPAT	93	10F	NA	NA	NA	470	0.5134325603371898	0.27769165577859806	207
(2009,2017]	OUTPAT	93	10G	NA	NA	NA	151166	0.5489777917342048	0.3093382417924413	24589
(2009,2017]	OUTPAT	93	10H	NA	NA	NA	96701	0.6019197590718636	0.39064519733016684	6357
(2009,2017]	OUTPAT	93	10I	NA	NA	NA	43382	0.7422682238857778	0.46735589816764134	5309
(2009,2017]	OUTPAT	93	10K	NA	NA	NA	157454	0.6784210978507582	0.42217688396901815	38592
(2009,2017]	OUTPAT	93	10M	NA	NA	NA	331515	0.7821716362574196	0.501531374608998	5548
(2009,2017]	OUTPAT	93	10R	NA	NA	NA	179713	0.5439123732586165	0.30483204796344293	18787
(2009,2017]	OUTPAT	93	11	NA	NA	NA	31684	0.7075815799511791	0.4260060316580244	4499
(2009,2017]	OUTPAT	93	15	NA	NA	NA	1152	0.46024886595708847	0.17270556139411955	917
(2009,2017]	OUTPAT	93	15E	NA	NA	NA	3782	0.47273127529050657	0.19916398665460514	1764
(2009,2017]	OUTPAT	93	15Y	NA	NA	NA	608	0.457651895349506	0.17761497757036226	425
(2009,2017]	OUTPAT	93	20	NA	NA	NA	119410	0.5961592333618488	0.3342562014456369	38407
(2009,2017]	OUTPAT	93	20E	NA	NA	NA	1582	0.4337427625689949	0.13196674516257634	685
(2009,2017]	OUTPAT	93	20G	NA	NA	NA	102165	0.557601303399476	0.32918708598806906	34771
(2009,2017]	OUTPAT	93	20J	NA	NA	NA	40638	0.6503752482273565	0.324470283670175	13872
(2009,2017]	OUTPAT	93	20L	NA	NA	NA	9338	0.7566571284725996	0.4564976573529503	2459
(2009,2017]	OUTPAT	93	20O	NA	NA	NA	216428	0.6134705704355893	0.33051806715606563	64951
(2009,2017]	OUTPAT	93	20P	NA	NA	NA	58162	0.5913020646409163	0.3531859076408624	15044
(2009,2017]	OUTPAT	93	20R	NA	NA	NA	12250	0.748005657591793	0.483875359574374	4301
(2009,2017]	OUTPAT	93	20T	NA	NA	NA	30	0.45654767048476347	0.15586749548552412	24
(2009,2017]	OUTPAT	93	20U	NA	NA	NA	138809	0.5284309662445553	0.29570402714996025	28610
(2009,2017]	OUTPAT	93	20V	NA	NA	NA	34104	0.6063155850951443	0.40245742773638105	11312
(2009,2017]	OUTPAT	93	20Y	NA	NA	NA	13806	0.5016582065501699	0.23821245909826885	7230
(2009,2017]	OUTPAT	93	20Z	NA	NA	NA	2861	0.46560662448118495	0.2064723240136472	1108
(2009,2017]	OUTPAT	93	25	NA	NA	NA	32404	0.5479854810032817	0.31079962047979787	11595
(2009,2017]	OUTPAT	93	30	NA	NA	NA	271938	0.5896020761364121	0.33292389038056214	58206
(2009,2017]	OUTPAT	93	30E	NA	NA	NA	33	0.637658573456342	0.2582989239642981	17
(2009,2017]	OUTPAT	93	30Q	NA	NA	NA	11574	0.6654324087859218	0.37946805924579635	2649
(2009,2017]	OUTPAT	93	30S	NA	NA	NA	10648	0.66072441951811	0.38166836157522077	1590
(2009,2017]	OUTPAT	93	30U	NA	NA	NA	73	0.6065845161593999	0.36973428537574393	65
(2009,2017]	OUTPAT	93	40	NA	NA	NA	56018	0.7109649794493283	0.4597227276267563	4906
(2009,2017]	OUTPAT	93	40A	NA	NA	NA	2617	0.8265445192249747	0.5143010882784259	599
(2009,2017]	OUTPAT	93	40D	NA	NA	NA	610	0.9326774215333121	0.5867571518526811	191
(2009,2017]	OUTPAT	93	40E	NA	NA	NA	8212	0.7069202987187884	0.40554020174051886	826
(2009,2017]	OUTPAT	93	40G	NA	NA	NA	4204	0.7673466181111067	0.4660690268824249	450
(2009,2017]	OUTPAT	93	40H	NA	NA	NA	7882	0.7123566160685315	0.4095621122541413	281
(2009,2017]	OUTPAT	93	40I	NA	NA	NA	500	0.794393496481078	0.5065078999664102	136
(2009,2017]	OUTPAT	93	40K	NA	NA	NA	5677	0.9532141496453695	0.5447743945101842	863
(2009,2017]	OUTPAT	93	40M	NA	NA	NA	3936	0.9069558268235274	0.5478345828196907	276
(2009,2017]	OUTPAT	93	42	NA	NA	NA	586	0.456342260962195	0.17496541012700242	175
(2009,2017]	OUTPAT	93	50	NA	NA	NA	275217	0.5816194864825379	0.3258792164094994	46915
(2009,2017]	OUTPAT	93	50N	NA	NA	NA	225	0.4561330306518454	0.16113592634604304	185
(2009,2017]	OUTPAT	93	55	NA	NA	NA	175385	0.5282754566715098	0.27949265969058235	48476
(2009,2017]	OUTPAT	93	55A	NA	NA	NA	3123	0.5368914338175781	0.3252056531560065	284
(2009,2017]	OUTPAT	93	55B	NA	NA	NA	48514	0.5238848811402884	0.2692917312199658	13438
(2009,2017]	OUTPAT	93	57	NA	NA	NA	9741	0.5910919317004776	0.3249938115143466	2693
(2009,2017]	OUTPAT	93	57B	NA	NA	NA	587	0.4389860125409371	0.1386891425636961	437
(2009,2017]	OUTPAT	93	58	NA	NA	NA	45741	0.7510069476734138	0.4099648494413967	8543
(2009,2017]	OUTPAT	93	58V	NA	NA	NA	15984	0.7359678855042867	0.48582048052792093	4065
(2009,2017]	OUTPAT	93	58X	NA	NA	NA	8402	0.9339990018897869	0.5298608184668469	1080
(2009,2017]	OUTPAT	93	58Y	NA	NA	NA	17238	0.9136377699146766	0.5042604427246697	3115
(2009,2017]	OUTPAT	93	60	NA	NA	NA	225521	0.5580566493843667	0.31729857211123413	31055
(2009,2017]	OUTPAT	93	60A	NA	NA	NA	25363	0.7937995456082416	0.4233022297268744	4893
(2009,2017]	OUTPAT	93	60C	NA	NA	NA	202	0.5999726372307028	0.29999811338341525	64
(2009,2017]	OUTPAT	93	65	NA	NA	NA	529526	0.5742378839898762	0.3366193742237529	22154
(2009,2017]	OUTPAT	93	70	NA	NA	NA	1139509	0.5639133046522204	0.3205410272413298	31630
(2009,2017]	OUTPAT	93	70F	NA	NA	NA	16493	0.5572623147561407	0.3482800356465756	1180
(2009,2017]	OUTPAT	93	70X	NA	NA	NA	20	0.6097953576145607	0.2567535707639141	7
(2009,2017]	OUTPAT	93	70Z	NA	NA	NA	2285	0.7036278668419705	0.4015594892409977	79
(2009,2017]	OUTPAT	93	74	NA	NA	NA	104046	0.5819360563328461	0.3351187555790375	3316
(2009,2017]	OUTPAT	93	75	NA	NA	NA	21522	0.7336688398702639	0.465951153646631	1071
(2009,2017]	OUTPAT	93	77	NA	NA	NA	212533	0.5625590772021465	0.3306108997061115	40569
(2009,2017]	OUTPAT	93	77F	NA	NA	NA	12	0.4054651081081644	0	9
(2009,2017]	OUTPAT	93	78	NA	NA	NA	15330	0.8556114267640105	0.5049143761679784	1726
(2009,2017]	OUTPAT	93	80	NA	NA	NA	245238	0.6582957771381328	0.4139180372004496	43158
(2009,2017]	OUTPAT	93	80A	NA	NA	NA	3406	0.7442992092134495	0.3700330350370412	918
(2009,2017]	OUTPAT	93	93	NA	NA	NA	43	0.8921076343878543	0.46113419784225074	22
(2009,2017]	OUTPAT	93	94	NA	NA	NA	3671	0.7010873403941201	0.3643110521017934	2578
(2009,2017]	OUTPAT	93	95	NA	NA	NA	1062	0.6089085526385313	0.3271812857442121	497
(2009,2017]	OUTPAT	93	96	NA	NA	NA	155151	0.5887556102381911	0.34649689580475507	35714
(2009,2017]	OUTPAT	93	97	NA	NA	NA	1886	0.48875325152298715	0.22904914399809503	873
(2009,2017]	OUTPAT	93	98	NA	NA	NA	20436	0.4879431848899168	0.22847941499698124	10263
(2009,2017]	OUTPAT	93	99	NA	NA	NA	2431	1.1126355035342232	0.5142750991047251	756
(2009,2017]	OUTPAT	93	99H	NA	NA	NA	41	0.8702920044609481	0.5423590884991404	15
(2009,2017]	OUTPAT	93	99K	NA	NA	NA	4365	0.7779577467434737	0.37058303158672296	1341
(2009,2017]	OUTPAT	94	00	NA	NA	NA	56	0.4237088803855212	0.09565533422230765	54
(2009,2017]	OUTPAT	94	10	NA	NA	NA	13113	0.5559573431533078	0.3010418977198866	7677
(2009,2017]	OUTPAT	94	10A	NA	NA	NA	12	0.5186420651209306	0.27388587519233965	10
(2009,2017]	OUTPAT	94	10E	NA	NA	NA	6409	0.6178848816862744	0.37596983576960513	2538
(2009,2017]	OUTPAT	94	10F	NA	NA	NA	43	0.45675397658584804	0.1941806094146676	34
(2009,2017]	OUTPAT	94	10G	NA	NA	NA	6057	0.5669201250070157	0.3100593203489239	3955
(2009,2017]	OUTPAT	94	10H	NA	NA	NA	1502	0.5159466594185345	0.2707530705632443	644
(2009,2017]	OUTPAT	94	10I	NA	NA	NA	1621	0.581014030053533	0.34822065133603036	912
(2009,2017]	OUTPAT	94	10K	NA	NA	NA	7796	0.5916590348046806	0.36764290239320113	5596
(2009,2017]	OUTPAT	94	10M	NA	NA	NA	4801	0.746368498751223	0.41122729847055317	856
(2009,2017]	OUTPAT	94	10R	NA	NA	NA	3929	0.5771734818038357	0.3375858080421478	1978
(2009,2017]	OUTPAT	94	11	NA	NA	NA	2226	0.7621118677413109	0.4514932479795025	1223
(2009,2017]	OUTPAT	94	15	NA	NA	NA	432	0.5311535350317826	0.22765530192251324	362
(2009,2017]	OUTPAT	94	15E	NA	NA	NA	785	0.5000882786807908	0.2391854790385431	648
(2009,2017]	OUTPAT	94	15Y	NA	NA	NA	286	0.677978796576078	0.29331939135345325	222
(2009,2017]	OUTPAT	94	20	NA	NA	NA	4698	0.5646634825633767	0.2673593218953348	3344
(2009,2017]	OUTPAT	94	20G	NA	NA	NA	5289	0.5632781982762036	0.325186377501428	3597
(2009,2017]	OUTPAT	94	20J	NA	NA	NA	4682	0.6547789200916885	0.30717096435316527	2139
(2009,2017]	OUTPAT	94	20L	NA	NA	NA	872	1.17346694044662	0.6349650544489591	414
(2009,2017]	OUTPAT	94	20O	NA	NA	NA	18016	0.6076811910256019	0.3018797084265673	8256
(2009,2017]	OUTPAT	94	20P	NA	NA	NA	1247	0.6120310012506882	0.3571904484763796	752
(2009,2017]	OUTPAT	94	20R	NA	NA	NA	972	0.6403976963730068	0.4016893234816284	671
(2009,2017]	OUTPAT	94	20U	NA	NA	NA	2917	0.5085015263855541	0.2513396918516588	2024
(2009,2017]	OUTPAT	94	20V	NA	NA	NA	1235	0.5409045777018572	0.30957530415756285	902
(2009,2017]	OUTPAT	94	20Y	NA	NA	NA	892	0.4708078836686925	0.19252987629960175	694
(2009,2017]	OUTPAT	94	20Z	NA	NA	NA	98	0.8156992744507724	0.37580595896688634	92
(2009,2017]	OUTPAT	94	25	NA	NA	NA	1780	0.6044774269395848	0.3261337135239747	1283
(2009,2017]	OUTPAT	94	30	NA	NA	NA	7997	0.5803096840624299	0.32080907691386623	5234
(2009,2017]	OUTPAT	94	30Q	NA	NA	NA	459	1.0242413795652558	0.40507201155407735	121
(2009,2017]	OUTPAT	94	30S	NA	NA	NA	320	0.6766283257207871	0.3290188076881324	164
(2009,2017]	OUTPAT	94	40	NA	NA	NA	2171	0.6852842286305924	0.4532699759254343	739
(2009,2017]	OUTPAT	94	40A	NA	NA	NA	21	0.9081584391380002	0.5785923152948736	16
(2009,2017]	OUTPAT	94	40D	NA	NA	NA	14	0.682692386672848	0.5777224022430584	10
(2009,2017]	OUTPAT	94	40E	NA	NA	NA	44	0.5816793846598693	0.3326840494853469	33
(2009,2017]	OUTPAT	94	40G	NA	NA	NA	196	0.8683549628668664	0.593353959620965	126
(2009,2017]	OUTPAT	94	40H	NA	NA	NA	100	0.7195758310720883	0.3764110766907288	38
(2009,2017]	OUTPAT	94	40I	NA	NA	NA	10	0.5587127952379616	0.24675221885333976	8
(2009,2017]	OUTPAT	94	40K	NA	NA	NA	199	0.7311409728051707	0.4630670555149678	132
(2009,2017]	OUTPAT	94	40M	NA	NA	NA	223	1.1506111801623014	0.5696867602017709	90
(2009,2017]	OUTPAT	94	50	NA	NA	NA	5469	0.6151304983301243	0.36702784263347576	3918
(2009,2017]	OUTPAT	94	50N	NA	NA	NA	14	0.4054651081081644	0	13
(2009,2017]	OUTPAT	94	55	NA	NA	NA	6543	0.522649360456706	0.27856760622633603	4824
(2009,2017]	OUTPAT	94	55B	NA	NA	NA	1604	0.6126745650327914	0.32007203657829175	687
(2009,2017]	OUTPAT	94	57	NA	NA	NA	1181	0.7201491442620945	0.37499268352167714	401
(2009,2017]	OUTPAT	94	58	NA	NA	NA	1867	0.7063764566583419	0.37682653380584563	1113
(2009,2017]	OUTPAT	94	58V	NA	NA	NA	305	0.7386415281649403	0.5213634158457502	247
(2009,2017]	OUTPAT	94	58X	NA	NA	NA	8	0.5752305436273137	0.3269543562151834	8
(2009,2017]	OUTPAT	94	58Y	NA	NA	NA	631	0.7793812434002867	0.48405662981380154	303
(2009,2017]	OUTPAT	94	60	NA	NA	NA	2887	0.5528845635454649	0.30417675593668064	2080
(2009,2017]	OUTPAT	94	60A	NA	NA	NA	504	0.5513286646428076	0.2779379607003214	477
(2009,2017]	OUTPAT	94	65	NA	NA	NA	8450	0.5304535932535462	0.2875092387531455	2781
(2009,2017]	OUTPAT	94	70	NA	NA	NA	53635	0.5894463860863786	0.34488061088867	10222
(2009,2017]	OUTPAT	94	70F	NA	NA	NA	1075	0.4621701868646477	0.17765253345088922	233
(2009,2017]	OUTPAT	94	74	NA	NA	NA	2584	0.6302528673701273	0.34169483200574874	403
(2009,2017]	OUTPAT	94	75	NA	NA	NA	1123	0.844237282938743	0.5992484337957578	317
(2009,2017]	OUTPAT	94	75X	NA	NA	NA	98	0.5955077695231601	0.3676844560303608	28
(2009,2017]	OUTPAT	94	77	NA	NA	NA	10457	0.5801058852060992	0.3344331948761576	5379
(2009,2017]	OUTPAT	94	78	NA	NA	NA	626	0.7884514224012525	0.49872814471678345	319
(2009,2017]	OUTPAT	94	80	NA	NA	NA	6462	0.6693172234930633	0.4105965095245915	3637
(2009,2017]	OUTPAT	94	93	NA	NA	NA	15	0.4054651081081644	0	13
(2009,2017]	OUTPAT	94	94	NA	NA	NA	331	0.7464558591150461	0.3571960583045283	273
(2009,2017]	OUTPAT	94	95	NA	NA	NA	45	0.5037557131470342	0.21897314347246233	40
(2009,2017]	OUTPAT	94	96	NA	NA	NA	25198	0.5459807340577875	0.2826642699151575	11645
(2009,2017]	OUTPAT	94	97	NA	NA	NA	92	0.6664303724233988	0.2567516539987359	65
(2009,2017]	OUTPAT	94	98	NA	NA	NA	4163	0.43623202453273113	0.1299834364544262	3008
(2009,2017]	OUTPAT	94	99	NA	NA	NA	156	1.3818733315699847	0.5982836912410971	103
(2009,2017]	OUTPAT	94	99K	NA	NA	NA	7	0.8664754784042186	0.34903243676332624	6
(2009,2017]	OUTPAT	NA	00	NA	NA	NA	89	0.4054651081081644	0	70
(2009,2017]	OUTPAT	NA	10	NA	NA	NA	41	0.903374162312827	0.6321227748239594	34
(2009,2017]	OUTPAT	NA	10E	NA	NA	NA	19	0.6555363026432262	0.45048333191441353	18
(2009,2017]	OUTPAT	NA	10G	NA	NA	NA	14	0.8197023403949878	0.43987919694653327	13
(2009,2017]	OUTPAT	NA	10H	NA	NA	NA	17	1.0632826647266578	0.6394519081614729	12
