visit_year_bin	SOURCE	CODE5	CODE6	CODE7	CODE8	CODE9	n_visits	n_events_per_visit_logmean	n_events_per_visit_logsd	n_patients
(2017,2100]	PRIM_OUT	R10	T11	22212	NA	NA	137022	0.597577736173442	0.3633894593271716	63996
(2017,2100]	PRIM_OUT	R10	T11	22213	NA	NA	867597	0.5404037553500164	0.30358719437315373	206499
(2017,2100]	PRIM_OUT	R10	T11	22215	NA	NA	17	1.1182605342355716	0.42522138729346204	16
(2017,2100]	PRIM_OUT	R10	T11	2222	NA	NA	137	0.47243174988126885	0.22313184004582884	133
(2017,2100]	PRIM_OUT	R10	T11	2223	NA	NA	19	0.4323506672537428	0.11719143535616224	19
(2017,2100]	PRIM_OUT	R10	T11	2229	NA	NA	389	0.46363017689354147	0.1734092249097045	197
(2017,2100]	PRIM_OUT	R10	T11	223	NA	NA	9	0.8027739265928239	0.22525292730070953	8
(2017,2100]	PRIM_OUT	R10	T11	2230	NA	NA	14	0.4054651081081644	0	14
(2017,2100]	PRIM_OUT	R10	T11	22301	NA	NA	35	0.8675241530615051	0.1777099889014792	25
(2017,2100]	PRIM_OUT	R10	T11	22302	NA	NA	1995	0.5193307206128696	0.22774683905838378	1586
(2017,2100]	PRIM_OUT	R10	T11	24451	NA	NA	1469	0.6267339632162586	0.29931490868862787	273
(2017,2100]	PRIM_OUT	R10	T11	24453	NA	NA	74	0.7713267035081307	0.2318691480102332	32
(2017,2100]	PRIM_OUT	R10	T11	24461	NA	NA	246	0.5902999313545791	0.26390287706414983	139
(2017,2100]	PRIM_OUT	R10	T11	3200	NA	NA	251	0.6400571260652508	0.27236805687843335	41
(2017,2100]	PRIM_OUT	R10	T11	3223	NA	NA	87	0.7108571853769574	0.40352750411843824	70
(2017,2100]	PRIM_OUT	R10	T11	3224	NA	NA	123	0.525903669809089	0.21772240786575597	109
(2017,2100]	PRIM_OUT	R10	T11	3225	NA	NA	526	0.46761879617094654	0.16715182588636057	514
(2017,2100]	PRIM_OUT	R10	T11	3226	NA	NA	1156	0.4067907801421592	0.026000281249839406	226
(2017,2100]	PRIM_OUT	R10	T11	32261	NA	NA	2011	0.7288443141127638	0.34705496888220516	952
(2017,2100]	PRIM_OUT	R10	T11	32262	NA	NA	58	0.9436152148739285	0.469588839086956	37
(2017,2100]	PRIM_OUT	R10	T11	32269	NA	NA	1726	0.6278652615507784	0.2823552244870399	275
(2017,2100]	PRIM_OUT	R10	T11	3228	NA	NA	36	0.7034467219716589	0.25541281188299536	35
(2017,2100]	PRIM_OUT	R10	T11	323	NA	NA	632	0.5699959037037933	0.30260533352232866	525
(2017,2100]	PRIM_OUT	R10	T11	3231	NA	NA	9043	0.6276695398937451	0.323815105548004	5141
(2017,2100]	PRIM_OUT	R10	T11	32311	NA	NA	1179035	0.6801656377923454	0.3175376130497552	226479
(2017,2100]	PRIM_OUT	R10	T11	32312	NA	NA	296292	0.6531060023262316	0.3165906920569874	104953
(2017,2100]	PRIM_OUT	R10	T11	32313	NA	NA	421	0.5118268694009492	0.209286184716689	204
(2017,2100]	PRIM_OUT	R10	T11	32314	NA	NA	79	0.4183974023807211	0.0807555143163467	79
(2017,2100]	PRIM_OUT	R10	T11	32315	NA	NA	20	1.4233155333824827	0.28132260224697236	18
(2017,2100]	PRIM_OUT	R10	T11	3232	NA	NA	1939	0.8801056671693784	0.39353357769394914	1239
(2017,2100]	PRIM_OUT	R10	T11	34194	NA	NA	53	0.4054651081081644	0	38
(2017,2100]	PRIM_OUT	R10	T11	3431	NA	NA	178	0.7871494224951125	0.222642524136411	161
(2017,2100]	PRIM_OUT	R10	T11	3460	NA	NA	39	0.8304206289660085	0.30324380854578664	18
(2017,2100]	PRIM_OUT	R10	T11	34601	NA	NA	120	0.6089837547311553	0.26625264222713957	51
(2017,2100]	PRIM_OUT	R10	T11	34752	NA	NA	33	0.6890099589343543	0.29030404733015697	25
(2017,2100]	PRIM_OUT	R10	T11	34809	NA	NA	570	0.6516756034508394	0.4230660615596015	221
(2017,2100]	PRIM_OUT	R10	T11	37710	NA	NA	129	0.4054651081081644	0	90
(2017,2100]	PRIM_OUT	R10	T11	4	NA	NA	48	0.4373917095935388	0.12495971055659676	45
(2017,2100]	PRIM_OUT	R10	T11	411	NA	NA	37	0.4192712060477858	0.08397921523675632	34
(2017,2100]	PRIM_OUT	R10	T11	4112	NA	NA	22	0.5680005338518888	0.24352656094445815	22
(2017,2100]	PRIM_OUT	R10	T11	4113	NA	NA	39	0.4664849730231689	0.18886980932634823	21
(2017,2100]	PRIM_OUT	R10	T11	4114	NA	NA	48	0.5544559150399117	0.23464245975047823	47
(2017,2100]	PRIM_OUT	R10	T11	4115	NA	NA	313	0.418521354083014	0.08074546155409487	268
(2017,2100]	PRIM_OUT	R10	T11	4190	NA	NA	1899	1.0327832833368833	0.5420963182259735	315
(2017,2100]	PRIM_OUT	R10	T11	422	NA	NA	31	0.4054651081081644	0	29
(2017,2100]	PRIM_OUT	R10	T11	4222	NA	NA	1650	0.5852529881147293	0.26913728895796246	1162
(2017,2100]	PRIM_OUT	R10	T11	513	NA	NA	425	0.456328155279101	0.15746444013201047	381
(2017,2100]	PRIM_OUT	R10	T11	5132	NA	NA	4696	0.5027458793045574	0.23351246958499003	3036
(2017,2100]	PRIM_OUT	R10	T11	51321	NA	NA	116309	0.5906973932640986	0.2674848249687291	56955
(2017,2100]	PRIM_OUT	R10	T11	51322	NA	NA	197	0.44088239412633234	0.13556596785697778	91
(2017,2100]	PRIM_OUT	R10	T11	51323	NA	NA	5861	0.6640116682740363	0.3166203036983479	3324
(2017,2100]	PRIM_OUT	R10	T11	51324	NA	NA	19	0.9162907318741551	0	19
(2017,2100]	PRIM_OUT	R10	T11	51325	NA	NA	330	0.5251490228943999	0.2206552609126037	325
(2017,2100]	PRIM_OUT	R10	T11	51326	NA	NA	8	0.533171514049662	0.23646631498070267	7
(2017,2100]	PRIM_OUT	R10	T11	51331	NA	NA	32	0.5491348147923493	0.23334688654476446	23
(2017,2100]	PRIM_OUT	R10	T11	51413	NA	NA	1638	0.9233552294454027	0.591960270315715	336
(2017,2100]	PRIM_OUT	R10	T11	9	NA	NA	171	0.4718787271142162	0.2348081940055912	161
(2017,2100]	PRIM_OUT	R10	T11	91321	NA	NA	208	0.6264954260838335	0.25369861256908166	152
(2017,2100]	PRIM_OUT	R10	T11	999	NA	NA	210	0.4054651081081644	0	70
(2017,2100]	PRIM_OUT	R10	T11	NA	NA	NA	758655	0.5616272583315484	0.2863726863689162	192028
(2017,2100]	PRIM_OUT	R10	T21	-2	NA	NA	670	0.9002203569191888	0.29638148988468277	140
(2017,2100]	PRIM_OUT	R10	T21	2221	NA	NA	5128	0.7065914107138738	0.33650471761562956	2531
(2017,2100]	PRIM_OUT	R10	T21	22211	NA	NA	315	0.7928646074231842	0.37335535741038256	216
(2017,2100]	PRIM_OUT	R10	T21	22212	NA	NA	9615	0.8388091131747641	0.3143198123025236	4938
(2017,2100]	PRIM_OUT	R10	T21	22213	NA	NA	29526	0.7760649332412338	0.3017598346782397	12374
(2017,2100]	PRIM_OUT	R10	T21	223	NA	NA	18	0.5232575267859473	0.29496596278624615	9
(2017,2100]	PRIM_OUT	R10	T21	22302	NA	NA	100	0.7353092258825185	0.3104543017402365	52
(2017,2100]	PRIM_OUT	R10	T21	24451	NA	NA	455	0.487892355129824	0.23421384744443235	159
(2017,2100]	PRIM_OUT	R10	T21	32261	NA	NA	12	0.533171514049662	0.231029580999688	11
(2017,2100]	PRIM_OUT	R10	T21	323	NA	NA	30	0.8083138275494643	0.234156073449252	21
(2017,2100]	PRIM_OUT	R10	T21	3231	NA	NA	93	0.9070484480240955	0.10432555354776366	24
(2017,2100]	PRIM_OUT	R10	T21	32311	NA	NA	1931	0.8763609334933395	0.2675666728302788	775
(2017,2100]	PRIM_OUT	R10	T21	32312	NA	NA	171034	0.8388584469320872	0.28236244109658054	20114
(2017,2100]	PRIM_OUT	R10	T21	3232	NA	NA	1248	0.9100481273560723	0.21702282693807673	657
(2017,2100]	PRIM_OUT	R10	T21	34601	NA	NA	11	0.4054651081081644	0	11
(2017,2100]	PRIM_OUT	R10	T21	51321	NA	NA	92	0.7050315712388906	0.2877132255860075	60
(2017,2100]	PRIM_OUT	R10	T21	9	NA	NA	22	0.7640664585369863	0.39473577321265063	19
(2017,2100]	PRIM_OUT	R10	T21	NA	NA	NA	30320	0.7862399681237799	0.3143977137533549	4755
(2017,2100]	PRIM_OUT	R10	T22	-2	NA	NA	50	0.8138809163675901	0.2452223479677157	32
(2017,2100]	PRIM_OUT	R10	T22	2221	NA	NA	331	0.6063651454815339	0.29186031193670137	259
(2017,2100]	PRIM_OUT	R10	T22	22211	NA	NA	19	0.7903955071713383	0.28780215956960997	19
(2017,2100]	PRIM_OUT	R10	T22	22212	NA	NA	324	0.9005272624264331	0.3508326213811354	272
(2017,2100]	PRIM_OUT	R10	T22	22213	NA	NA	3244	0.7665932719491338	0.2894500753776557	2303
(2017,2100]	PRIM_OUT	R10	T22	22302	NA	NA	10	0.7630430447443579	0.24675221885333976	10
(2017,2100]	PRIM_OUT	R10	T22	24451	NA	NA	600	0.6257299107747171	0.3492941083334103	178
(2017,2100]	PRIM_OUT	R10	T22	32311	NA	NA	286	0.6528385497973731	0.2948505044307331	248
(2017,2100]	PRIM_OUT	R10	T22	32312	NA	NA	27487	0.6952329695189162	0.29004604136480805	14196
(2017,2100]	PRIM_OUT	R10	T22	3232	NA	NA	61	0.8296905740904718	0.20518730207033767	38
(2017,2100]	PRIM_OUT	R10	T22	34601	NA	NA	19	0.4054651081081644	0	8
(2017,2100]	PRIM_OUT	R10	T22	4222	NA	NA	8	0.4054651081081644	0	7
(2017,2100]	PRIM_OUT	R10	T22	51321	NA	NA	18	0.5189819133894956	0.21852743805656502	14
(2017,2100]	PRIM_OUT	R10	T22	NA	NA	NA	3464	0.7486177250376268	0.31499495352253815	1953
(2017,2100]	PRIM_OUT	R10	T23	-2	NA	NA	219	0.6999269029356845	0.30327248388563083	165
(2017,2100]	PRIM_OUT	R10	T23	2221	NA	NA	1687	0.6549896608455127	0.32979221685138727	1364
(2017,2100]	PRIM_OUT	R10	T23	22211	NA	NA	89	0.5297775837902657	0.22767102384865745	83
(2017,2100]	PRIM_OUT	R10	T23	22212	NA	NA	3888	0.7759379778599678	0.38705262944253094	3136
(2017,2100]	PRIM_OUT	R10	T23	22213	NA	NA	9990	0.6589126314797831	0.3446422727568047	7784
(2017,2100]	PRIM_OUT	R10	T23	323	NA	NA	16	0.8843641303887807	0.12770640594149768	14
(2017,2100]	PRIM_OUT	R10	T23	3231	NA	NA	185	0.8410790926145493	0.2174780703624582	111
(2017,2100]	PRIM_OUT	R10	T23	32311	NA	NA	804	0.7946671253619189	0.37591939704363325	680
(2017,2100]	PRIM_OUT	R10	T23	32312	NA	NA	20195	0.8135115271718673	0.3241568471417544	13327
(2017,2100]	PRIM_OUT	R10	T23	3232	NA	NA	348	0.8095410433492203	0.3540989841741438	309
(2017,2100]	PRIM_OUT	R10	T23	51321	NA	NA	778	0.5506851267145273	0.2459672022721781	741
(2017,2100]	PRIM_OUT	R10	T23	NA	NA	NA	7490	0.6838493325254646	0.32013950832145144	4652
(2017,2100]	PRIM_OUT	R10	T24	-2	NA	NA	40	0.7357248876137764	0.31945302133805065	24
(2017,2100]	PRIM_OUT	R10	T24	2221	NA	NA	133	0.7772386576892947	0.3507355631504127	100
(2017,2100]	PRIM_OUT	R10	T24	22211	NA	NA	16	0.9474526747552581	0.19749201654759888	12
(2017,2100]	PRIM_OUT	R10	T24	22212	NA	NA	156	0.860745696564379	0.3972900720367674	126
(2017,2100]	PRIM_OUT	R10	T24	22213	NA	NA	523	0.8432154638353769	0.4946983866109241	369
(2017,2100]	PRIM_OUT	R10	T24	2229	NA	NA	70	0.4054651081081644	0	27
(2017,2100]	PRIM_OUT	R10	T24	22302	NA	NA	585	0.6630400217377352	0.25847096842111894	436
(2017,2100]	PRIM_OUT	R10	T24	24451	NA	NA	350	0.49641741531664396	0.19982901587239826	72
(2017,2100]	PRIM_OUT	R10	T24	24453	NA	NA	52	0.6441131712272388	0.3068851324299206	25
(2017,2100]	PRIM_OUT	R10	T24	24461	NA	NA	98	0.46280267812271436	0.16208011564884453	38
(2017,2100]	PRIM_OUT	R10	T24	3223	NA	NA	29	0.4054651081081644	0	17
(2017,2100]	PRIM_OUT	R10	T24	32261	NA	NA	216	0.4345948596575548	0.12941779334955378	37
(2017,2100]	PRIM_OUT	R10	T24	3231	NA	NA	19	0.8356340544374198	0.1913728125646382	19
(2017,2100]	PRIM_OUT	R10	T24	32311	NA	NA	9010	0.8477772998152462	0.39543952535645954	4243
(2017,2100]	PRIM_OUT	R10	T24	32312	NA	NA	53203	0.8338647619649249	0.3191484479676201	18362
(2017,2100]	PRIM_OUT	R10	T24	3232	NA	NA	67	0.6530098820055416	0.2908341858582844	44
(2017,2100]	PRIM_OUT	R10	T24	3460	NA	NA	257	0.41937864649867773	0.08331153838955341	119
(2017,2100]	PRIM_OUT	R10	T24	34601	NA	NA	330	0.48628921155632976	0.22085510031339567	225
(2017,2100]	PRIM_OUT	R10	T24	34752	NA	NA	62	0.4054651081081644	0	18
(2017,2100]	PRIM_OUT	R10	T24	4113	NA	NA	462	0.4054651081081644	0	16
(2017,2100]	PRIM_OUT	R10	T24	4115	NA	NA	393	0.4054651081081644	0	17
(2017,2100]	PRIM_OUT	R10	T24	4222	NA	NA	237	0.7351869895365536	0.2521724508828067	93
(2017,2100]	PRIM_OUT	R10	T24	5132	NA	NA	7	0.5994827487014779	0.3452913185709698	6
(2017,2100]	PRIM_OUT	R10	T24	51321	NA	NA	825	0.69213553129092	0.282063858479502	323
(2017,2100]	PRIM_OUT	R10	T24	51326	NA	NA	46	0.4404528888132535	0.17711146007025538	43
(2017,2100]	PRIM_OUT	R10	T24	NA	NA	NA	9411	0.7146972898348662	0.34556878412501285	5000
(2017,2100]	PRIM_OUT	R10	T25	22212	NA	NA	8	0.6608779199911597	0.27304778121677503	7
(2017,2100]	PRIM_OUT	R10	T25	24451	NA	NA	1099	0.5440924521652496	0.23345227703227533	271
(2017,2100]	PRIM_OUT	R10	T25	24452	NA	NA	101	0.7708597630351222	0.2916011631320278	26
(2017,2100]	PRIM_OUT	R10	T25	24461	NA	NA	1691	0.5608102992020721	0.25304942473661773	419
(2017,2100]	PRIM_OUT	R10	T25	32269	NA	NA	487	0.8941239746110466	0.2874220546245928	136
(2017,2100]	PRIM_OUT	R10	T25	32311	NA	NA	102	0.5690228747467224	0.24532307310882134	38
(2017,2100]	PRIM_OUT	R10	T25	32312	NA	NA	97	0.6240180741606862	0.3490944136105711	49
(2017,2100]	PRIM_OUT	R10	T25	34601	NA	NA	25	0.4463311580094436	0.14144121053881964	6
(2017,2100]	PRIM_OUT	R10	T25	51321	NA	NA	53	0.855171729426217	0.18302112482611385	17
(2017,2100]	PRIM_OUT	R10	T25	51326	NA	NA	64	0.5251898636783184	0.21810020903002952	14
(2017,2100]	PRIM_OUT	R10	T25	NA	NA	NA	544	0.5641141179263919	0.24315747387761646	156
(2017,2100]	PRIM_OUT	R10	T26	-2	NA	NA	106	0.7412134692394797	0.28877965447094167	50
(2017,2100]	PRIM_OUT	R10	T26	2221	NA	NA	272	0.7164660945959765	0.3729039836057779	245
(2017,2100]	PRIM_OUT	R10	T26	22211	NA	NA	9	0.9149313387998949	0.32815958432916037	8
(2017,2100]	PRIM_OUT	R10	T26	22212	NA	NA	138	1.0030529502435626	0.43003904822175365	121
(2017,2100]	PRIM_OUT	R10	T26	22213	NA	NA	1715	0.9275657030380754	0.34659868622421264	1361
(2017,2100]	PRIM_OUT	R10	T26	22302	NA	NA	20	0.5076302328613626	0.20963841266972083	8
(2017,2100]	PRIM_OUT	R10	T26	24451	NA	NA	136	0.5707322216795143	0.23985931411719708	36
(2017,2100]	PRIM_OUT	R10	T26	32261	NA	NA	28	0.7523069957866886	0.37677497447741237	14
(2017,2100]	PRIM_OUT	R10	T26	32311	NA	NA	837	0.7446145642487739	0.265677547076279	305
(2017,2100]	PRIM_OUT	R10	T26	32312	NA	NA	18908	0.6999613311598077	0.2811826335144404	5841
(2017,2100]	PRIM_OUT	R10	T26	51321	NA	NA	29	0.5639971982424373	0.24050876703617607	21
(2017,2100]	PRIM_OUT	R10	T26	NA	NA	NA	4876	0.7712199573580025	0.35205058758438135	1968
(2017,2100]	PRIM_OUT	R10	T27	-2	NA	NA	108	0.6198102184687757	0.2635752111326518	45
(2017,2100]	PRIM_OUT	R10	T27	2221	NA	NA	474	0.7559994021488351	0.4589835851594896	327
(2017,2100]	PRIM_OUT	R10	T27	22211	NA	NA	6	1.0314682342667585	0.5518445853704951	6
(2017,2100]	PRIM_OUT	R10	T27	22212	NA	NA	4944	1.281721720933482	0.5027054948189006	2710
(2017,2100]	PRIM_OUT	R10	T27	22213	NA	NA	12754	0.9272257035986278	0.4528181871110592	6971
(2017,2100]	PRIM_OUT	R10	T27	2222	NA	NA	14456	1.333519799023809	0.4984480609719075	5280
(2017,2100]	PRIM_OUT	R10	T27	2229	NA	NA	58	1.490756369215229	0.4083445101381961	52
(2017,2100]	PRIM_OUT	R10	T27	22302	NA	NA	15	0.9270986551725842	0.18624442117038906	8
(2017,2100]	PRIM_OUT	R10	T27	24451	NA	NA	4115	1.1802086192855303	0.43732062683479794	998
(2017,2100]	PRIM_OUT	R10	T27	24452	NA	NA	158	1.3004607586369648	0.26379024682291363	42
(2017,2100]	PRIM_OUT	R10	T27	3223	NA	NA	37	1.144014176736412	0.28269055976051366	30
(2017,2100]	PRIM_OUT	R10	T27	3225	NA	NA	4914	1.1254867713621879	0.41273644035853757	3297
(2017,2100]	PRIM_OUT	R10	T27	32261	NA	NA	2598	1.3757456491233	0.3711369122912413	1509
(2017,2100]	PRIM_OUT	R10	T27	32269	NA	NA	15	1.0733111089640546	0.17375351585268253	9
(2017,2100]	PRIM_OUT	R10	T27	3231	NA	NA	49	0.8794698623955551	0.20772298048408303	28
(2017,2100]	PRIM_OUT	R10	T27	32311	NA	NA	3978	0.9652337271951648	0.3917703472722792	1873
(2017,2100]	PRIM_OUT	R10	T27	32312	NA	NA	44206	0.7661846563882053	0.34974995683146387	16487
(2017,2100]	PRIM_OUT	R10	T27	51321	NA	NA	375	0.4822490677625396	0.25955592467802485	366
(2017,2100]	PRIM_OUT	R10	T27	51325	NA	NA	230	0.4169046261949734	0.09250702847053986	225
(2017,2100]	PRIM_OUT	R10	T27	51413	NA	NA	33	1.0613686819903099	0.21627924097406234	27
(2017,2100]	PRIM_OUT	R10	T27	NA	NA	NA	7394	0.7508188961213349	0.36897700789202487	3375
(2017,2100]	PRIM_OUT	R10	T28	-2	NA	NA	8	0.9162907318741551	0	8
(2017,2100]	PRIM_OUT	R10	T28	0	NA	NA	25	0.8958577069235155	0.10216512475319814	25
(2017,2100]	PRIM_OUT	R10	T28	2221	NA	NA	30	0.8141256071209569	0.20782332731403214	21
(2017,2100]	PRIM_OUT	R10	T28	22211	NA	NA	15	0.9554765095342964	0.15176586428591377	10
(2017,2100]	PRIM_OUT	R10	T28	22212	NA	NA	41	1.2104858538169654	0.5092528080332308	37
(2017,2100]	PRIM_OUT	R10	T28	22213	NA	NA	114	0.9150641760757744	0.4828811373555469	98
(2017,2100]	PRIM_OUT	R10	T28	323	NA	NA	19	0.9162907318741551	0	19
(2017,2100]	PRIM_OUT	R10	T28	3231	NA	NA	70	0.9186067154381041	0.08401125574509564	66
(2017,2100]	PRIM_OUT	R10	T28	32311	NA	NA	2639	0.9180653002166134	0.22613298241957194	2483
(2017,2100]	PRIM_OUT	R10	T28	32312	NA	NA	18132	0.8500803119245115	0.23663517939902112	17051
(2017,2100]	PRIM_OUT	R10	T28	32313	NA	NA	538	0.7491804906421582	0.2398860605695188	316
(2017,2100]	PRIM_OUT	R10	T28	3232	NA	NA	401	0.9043605110793744	0.09390279124399589	400
(2017,2100]	PRIM_OUT	R10	T28	51321	NA	NA	494	0.8149528550946671	0.20391368391427614	434
(2017,2100]	PRIM_OUT	R10	T28	NA	NA	NA	3806	0.6933065558994176	0.2862702515257418	3245
(2017,2100]	PRIM_OUT	R10	T29	-2	NA	NA	1115	0.5328279093699988	0.22109441484707054	1039
(2017,2100]	PRIM_OUT	R10	T29	12292	NA	NA	670	0.40622753441229276	0.019734915565615185	622
(2017,2100]	PRIM_OUT	R10	T29	2131	NA	NA	81	0.4054651081081644	0	54
(2017,2100]	PRIM_OUT	R10	T29	222	NA	NA	48	0.4054651081081644	0	48
(2017,2100]	PRIM_OUT	R10	T29	2221	NA	NA	663	0.570045583108464	0.29448644264411317	627
(2017,2100]	PRIM_OUT	R10	T29	22211	NA	NA	27	0.5481840378474316	0.30652491766388335	27
(2017,2100]	PRIM_OUT	R10	T29	22212	NA	NA	1826	0.47439882869007527	0.2131648203075015	1243
(2017,2100]	PRIM_OUT	R10	T29	22213	NA	NA	1864	0.624416649274079	0.4300747669301837	1570
(2017,2100]	PRIM_OUT	R10	T29	2222	NA	NA	75	0.6166063659314406	0.25324061969057404	72
(2017,2100]	PRIM_OUT	R10	T29	2229	NA	NA	17	0.4054651081081644	0	13
(2017,2100]	PRIM_OUT	R10	T29	223	NA	NA	87	0.4054651081081644	0	86
(2017,2100]	PRIM_OUT	R10	T29	2230	NA	NA	69	0.5831435859398133	0.24507868985606596	60
(2017,2100]	PRIM_OUT	R10	T29	22301	NA	NA	237	0.6583288922014021	0.26061779970183985	230
(2017,2100]	PRIM_OUT	R10	T29	22302	NA	NA	3073	0.4755008082236732	0.17625744516328276	2905
(2017,2100]	PRIM_OUT	R10	T29	24451	NA	NA	309	0.6090525280575269	0.25465566336143364	65
(2017,2100]	PRIM_OUT	R10	T29	24452	NA	NA	24	0.4054651081081644	0	19
(2017,2100]	PRIM_OUT	R10	T29	24453	NA	NA	137	0.8740028833444421	0.1485106321334878	37
(2017,2100]	PRIM_OUT	R10	T29	24455	NA	NA	6	0.4054651081081644	0	6
(2017,2100]	PRIM_OUT	R10	T29	24461	NA	NA	48	0.6266674250958479	0.3568077653287364	39
(2017,2100]	PRIM_OUT	R10	T29	3120	NA	NA	115	0.4054651081081644	0	107
(2017,2100]	PRIM_OUT	R10	T29	3223	NA	NA	243	1.0296958513101178	0.32671101246365203	143
(2017,2100]	PRIM_OUT	R10	T29	3225	NA	NA	41	0.43038343121870054	0.11140329886268435	41
(2017,2100]	PRIM_OUT	R10	T29	32261	NA	NA	740	0.6150160514690334	0.2612144268793639	630
(2017,2100]	PRIM_OUT	R10	T29	32262	NA	NA	121	0.9457376930139482	0.18855247167085198	35
(2017,2100]	PRIM_OUT	R10	T29	32269	NA	NA	31	0.8338995022344792	0.1909865905512649	22
(2017,2100]	PRIM_OUT	R10	T29	3228	NA	NA	15	0.4054651081081644	0	15
(2017,2100]	PRIM_OUT	R10	T29	323	NA	NA	432	0.40783004155152547	0.03471693618364559	404
(2017,2100]	PRIM_OUT	R10	T29	3231	NA	NA	6684	0.5111465032790735	0.20727252371828161	5542
(2017,2100]	PRIM_OUT	R10	T29	32311	NA	NA	423551	0.48096095507242365	0.18315089966947257	208288
(2017,2100]	PRIM_OUT	R10	T29	32312	NA	NA	266783	0.5247935420661847	0.22257393504092488	145187
(2017,2100]	PRIM_OUT	R10	T29	32313	NA	NA	143	0.4054651081081644	0	143
(2017,2100]	PRIM_OUT	R10	T29	3232	NA	NA	1274	0.521607241157609	0.21470757895772596	1237
(2017,2100]	PRIM_OUT	R10	T29	34601	NA	NA	9	0.5757403160301613	0.25541281188299536	7
(2017,2100]	PRIM_OUT	R10	T29	34752	NA	NA	96	0.4054651081081644	0	85
(2017,2100]	PRIM_OUT	R10	T29	4	NA	NA	9	0.4054651081081644	0	9
(2017,2100]	PRIM_OUT	R10	T29	41	NA	NA	23	0.4054651081081644	0	23
(2017,2100]	PRIM_OUT	R10	T29	411	NA	NA	92	0.4054651081081644	0	92
(2017,2100]	PRIM_OUT	R10	T29	4112	NA	NA	484	0.9046810586067462	0.07620848722155879	430
(2017,2100]	PRIM_OUT	R10	T29	4115	NA	NA	1947	0.6144808599080359	0.2515192551245079	1421
(2017,2100]	PRIM_OUT	R10	T29	4190	NA	NA	1114	0.4277775876210807	0.10566872931310264	992
(2017,2100]	PRIM_OUT	R10	T29	4222	NA	NA	209	0.41768581681070005	0.07824704570948028	205
(2017,2100]	PRIM_OUT	R10	T29	513	NA	NA	785	0.4061158413868472	0.018232148337165997	719
(2017,2100]	PRIM_OUT	R10	T29	5132	NA	NA	56	0.5240496279109836	0.21762221167478712	56
(2017,2100]	PRIM_OUT	R10	T29	51321	NA	NA	34050	0.44492554932761774	0.13746221961471702	23432
(2017,2100]	PRIM_OUT	R10	T29	51323	NA	NA	56	0.4237088803855212	0.09565533422230765	55
(2017,2100]	PRIM_OUT	R10	T29	51324	NA	NA	16	0.4054651081081644	0	9
(2017,2100]	PRIM_OUT	R10	T29	51326	NA	NA	81	0.4054651081081644	0	77
(2017,2100]	PRIM_OUT	R10	T29	51413	NA	NA	282	0.41814517678320673	0.07961782819848298	130
(2017,2100]	PRIM_OUT	R10	T29	9	NA	NA	358	0.40689199532538783	0.02699797312358617	344
(2017,2100]	PRIM_OUT	R10	T29	99100	NA	NA	9	0.7460155239521582	0.25541281188299536	9
(2017,2100]	PRIM_OUT	R10	T29	NA	NA	NA	60128	0.5571003786312537	0.23745854835656074	30498
(2017,2100]	PRIM_OUT	R10	T30	-2	NA	NA	302	0.4369853032298223	0.1376466251269994	183
(2017,2100]	PRIM_OUT	R10	T30	2221	NA	NA	2044	0.5105197663685632	0.2447535821126105	881
(2017,2100]	PRIM_OUT	R10	T30	22211	NA	NA	470	0.6299137744495328	0.42731929111320927	277
(2017,2100]	PRIM_OUT	R10	T30	22212	NA	NA	4259	0.6949817052316616	0.4346385722804162	2446
(2017,2100]	PRIM_OUT	R10	T30	22213	NA	NA	13051	0.5671304612868667	0.34689684331879017	4678
(2017,2100]	PRIM_OUT	R10	T30	22214	NA	NA	146	0.5322096709218489	0.34631674865728856	84
(2017,2100]	PRIM_OUT	R10	T30	22215	NA	NA	14	0.4784401972175916	0.18549943913753553	10
(2017,2100]	PRIM_OUT	R10	T30	2229	NA	NA	80	0.48183356036215647	0.23142096152566924	50
(2017,2100]	PRIM_OUT	R10	T30	223	NA	NA	12	0.4054651081081644	0	12
(2017,2100]	PRIM_OUT	R10	T30	22302	NA	NA	177	0.41503909523118365	0.08981051045825876	142
(2017,2100]	PRIM_OUT	R10	T30	22305	NA	NA	49	0.4054651081081644	0	42
(2017,2100]	PRIM_OUT	R10	T30	22310	NA	NA	28	0.4054651081081644	0	25
(2017,2100]	PRIM_OUT	R10	T30	22311	NA	NA	336	0.4173377647870908	0.09338208055385942	174
(2017,2100]	PRIM_OUT	R10	T30	24451	NA	NA	1001	0.6000449752077154	0.2510419355229321	391
(2017,2100]	PRIM_OUT	R10	T30	3223	NA	NA	31	1.2386331756124689	0.24120757694635392	20
(2017,2100]	PRIM_OUT	R10	T30	32261	NA	NA	4813	0.5648504171910355	0.2866064046555546	2454
(2017,2100]	PRIM_OUT	R10	T30	32311	NA	NA	1308	0.5211887346251443	0.21492759987285623	884
(2017,2100]	PRIM_OUT	R10	T30	32312	NA	NA	22606	0.4863806281644955	0.1892346506525748	11430
(2017,2100]	PRIM_OUT	R10	T30	34601	NA	NA	132	0.464096512635634	0.17788916917271141	60
(2017,2100]	PRIM_OUT	R10	T30	41	NA	NA	8	0.4054651081081644	0	8
(2017,2100]	PRIM_OUT	R10	T30	5132	NA	NA	9	0.4054651081081644	0	9
(2017,2100]	PRIM_OUT	R10	T30	51321	NA	NA	16	0.9162907318741551	0	16
