EVENT_AGE,Frequency,APPROX_EVENT_DAY,Frequency,CDA_ID_SALATTU,Frequency,DOC_GROUP_SALATTU,Frequency,RESEPTISTATUS,Frequency,DIS_AMOUNT_CALC_TXT,Frequency,DIS_AMT_VALUE,Frequency,DIS_AMOUNT_TXT,Frequency,DIS_AMT_UNIT,Frequency,DELIVERY_FEE,Frequency,MED_EXCHANGED,Frequency,DOSE_DISTRIBUTION,Frequency,ATC_CODE,Frequency,PREPARATION_TYPE_CODE,Frequency,PRODUCT_CODE1,Frequency,PRODUCT_CODE2,Frequency,PRODUCT_CODE3,Frequency,LAAKEMUOTOKOODI,Frequency,DRUG_NAME_C,Frequency,DOSE_QUANTITY_TEXT,Frequency
,,2021-03-03,155,,,,,,,,,,,,,,,154.65,143,,,,,,,,,019718,124,,,,,,,INDOMETIN,89,,
,,2021-03-18,155,,,,,,,,,,,,,,,0.87,142,,,,,,,,,061951,124,,,,,,,TADALAFIL ORION,89,,
,,2020-12-06,155,,,,,,,,,,,,,,,10.29,142,,,,,,,,,449455,124,,,,,,,DAKTARIN,88,,
,,2019-04-12,155,,,,,,,,,,,,,,,17.17,142,,,,,,,,,155390,124,,,,,,,STEFAMINELLE,87,,
,,2023-07-01,155,,,,,,,,,,,,,,,15.54,142,,,,,,,,,167055,124,,,,,,,DIANE NOVA,87,,
,,2023-07-23,155,,,,,,,,,,,,,,,37.91,142,,,,,,,,,573535,124,,,,,,,MESTINON,87,,
,,2022-06-08,155,,,,,,,,,,,,,,,23.2,142,,,,,,,,,561331,123,,,,,,,SALMEX,87,,
,,2022-06-13,155,,,,,,,,,,,,,,,23.6,142,,,,,,,,,091043,123,,,,,,,FRISIUM,86,,
,,2022-06-11,155,,,,,,,,,,,,,,,55.88,141,,,,,,,,,126949,123,,,,,,,PANTOPRAZOL MYLAN,86,,
,,2018-04-15,155,,,,,,,,,,,,,,,55.67,141,,,,,,,,,135062,123,,,,,,,GILENYA,86,,
,,2019-11-02,155,,,,,,,,,,,,,,,17.92,141,,,,,,,,,144501,123,,,,,,,NAPROMETIN,86,,
,,2019-11-14,155,,,,,,,,,,,,,,,23.75,141,,,,,,,,,586800,123,,,,,,,MONTELUKAST TEVA,86,,
,,2019-11-27,155,,,,,,,,,,,,,,,10.43,140,,,,,,,,,454077,122,,,,,,,APYDAN,85,,
,,2019-11-30,155,,,,,,,,,,,,,,,21.89,140,,,,,,,,,434643,122,,,,,,,NORDIMET,85,,
,,2019-07-01,155,,,,,,,,,,,,,,,29.03,140,,,,,,,,,517180,121,,,,,,,PREGABALIN KRKA,85,,
,,2022-03-24,155,,,,,,,,,,,,,,,6.96,140,,,,,,,,,553339,121,,,,,,,VALDOXAN,85,,
,,2022-03-23,155,,,,,,,,,,,,,,,15.83,140,,,,,,,,,121851,121,,,,,,,LESCOL,84,,
,,2022-03-26,155,,,,,,,,,,,,,,,4.62,140,,,,,,,,,030635,121,,,,,,,ROSUVASTATIN/EZETIMIBE RATIOPHARM,84,,
,,2022-03-11,155,,,,,,,,,,,,,,,3.12,140,,,,,,,,,463251,121,,,,,,,LAMOTRIGIN RATIOPHARM,84,,
,,2020-02-12,155,,,,,,,,,,,,,,,13.31,140,,,,,,,,,116327,120,,,,,,,TAMIFLU,84,,
,,2021-09-28,155,,,,,,,,,,,,,,,34.76,139,,,,,,,,,524946,120,,,,,,,SIMBRINZA,84,,
,,2021-09-07,155,,,,,,,,,,,,,,,19.22,139,,,,,,,,,516398,120,,,,,,,AZITHROMYCIN RATIOPHARM,84,,
,,2019-08-14,155,,,,,,,,,,,,,,,17.56,139,,,,,,,,,133568,120,,,,,,,HYDREA,83,,
,,2023-04-09,155,,,,,,,,,,,,,,,26.96,139,,,,,,,,,066518,120,,,,,,,MERCAPTOPURIN ORION,83,,
,,2023-04-25,155,,,,,,,,,,,,,,,1.08,139,,,,,,,,,115544,119,,,,,,,AJOVY,83,,
,,2019-05-08,155,,,,,,,,,,,,,,,1.99,139,,,,,,,,,581264,119,,,,,,,KLIOGEST,83,,
,,2022-08-10,155,,,,,,,,,,,,,,,46.97,138,,,,,,,,,148223,119,,,,,,,RANOPRIN,83,,
,,2022-08-18,155,,,,,,,,,,,,,,,83.72,138,,,,,,,,,125475,119,,,,,,,PIOGLITAZONE ACTAVIS,82,,
,,2022-08-07,155,,,,,,,,,,,,,,,22.47,138,,,,,,,,,012109,118,,,,,,,TIBOLON ORIFARM,82,,
,,2022-05-20,155,,,,,,,,,,,,,,,19.89,138,,,,,,,,,097295,118,,,,,,,MONTELUKAST KRKA,82,,
,,2019-12-13,155,,,,,,,,,,,,,,,66.01,138,,,,,,,,,103507,118,,,,,,,APIDRA,81,,
,,2021-07-15,155,,,,,,,,,,,,,,,28.19,138,,,,,,,,,563783,118,,,,,,,TELMISARTAN/HYDROCHLOROTHIAZIDE ORION,81,,
,,2023-03-01,155,,,,,,,,,,,,,,,15.37,138,,,,,,,,,447047,118,,,,,,,OLMETEC,81,,
,,2022-02-07,155,,,,,,,,,,,,,,,41.2,138,,,,,,,,,535893,118,,,,,,,ISOPTIN RETARD,81,,
,,2022-02-01,155,,,,,,,,,,,,,,,61.77,138,,,,,,,,,090662,118,,,,,,,AVELOX,81,,
,,2022-02-18,155,,,,,,,,,,,,,,,1.54,138,,,,,,,,,469452,118,,,,,,,ZARZIO,81,,
,,2023-06-02,155,,,,,,,,,,,,,,,23.0,138,,,,,,,,,495572,118,,,,,,,SOTACOR,80,,
,,2023-06-17,155,,,,,,,,,,,,,,,45.36,137,,,,,,,,,013964,118,,,,,,,MINIRIN,80,,
,,2020-11-09,155,,,,,,,,,,,,,,,139.53,137,,,,,,,,,025239,117,,,,,,,BLISSEL,80,,
,,2023-06-24,155,,,,,,,,,,,,,,,19.31,137,,,,,,,,,401851,117,,,,,,,ZUMENON,80,,
,,2023-06-29,155,,,,,,,,,,,,,,,17.69,137,,,,,,,,,074087,117,,,,,,,SANDOSTATIN LAR,80,,
,,2019-10-14,155,,,,,,,,,,,,,,,144.99,137,,,,,,,,,522535,117,,,,,,,XEPLION,79,,
,,2023-02-12,155,,,,,,,,,,,,,,,155.32,137,,,,,,,,,463695,117,,,,,,,AMITRIPTYLIN ABCUR,79,,
,,2023-05-29,155,,,,,,,,,,,,,,,88.45,137,,,,,,,,,036532,117,,,,,,,CALCICHEW D3 EXTRA APPELSIINI,79,,
,,2021-05-15,155,,,,,,,,,,,,,,,3.85,137,,,,,,,,,032870,117,,,,,,,VALSARTAN/HYDROCHLOROTHIAZIDE KRKA,78,,
,,2023-05-03,155,,,,,,,,,,,,,,,13.23,137,,,,,,,,,386574,117,,,,,,,GLUCADOL,78,,
,,2023-05-05,155,,,,,,,,,,,,,,,23.39,137,,,,,,,,,555235,116,,,,,,,EVRA,78,,
,,2020-10-20,155,,,,,,,,,,,,,,,42.46,136,,,,,,,,,087304,116,,,,,,,VENLAFAXIN ACTAVIS,78,,
,,2020-10-06,155,,,,,,,,,,,,,,,16.83,136,,,,,,,,,021192,115,,,,,,,FUCIDIN-HYDROCORTISON,78,,
,,2019-06-06,155,,,,,,,,,,,,,,,27.36,136,,,,,,,,,493276,115,,,,,,,LOVASTATIN RATIOPHARM,78,,
,,2022-07-24,155,,,,,,,,,,,,,,,50.87,136,,,,,,,,,439489,115,,,,,,,DULOXETINE RATIOPHARM,78,,
,,2022-04-03,155,,,,,,,,,,,,,,,12.37,136,,,,,,,,,566042,114,,,,,,,NIFEDIPIN ALTERNOVA,77,,
,,2022-01-21,155,,,,,,,,,,,,,,,1.96,136,,,,,,,,,081217,114,,,,,,,ZANTAC,77,,
,,2018-05-29,155,,,,,,,,,,,,,,,11.03,136,,,,,,,,,028718,114,,,,,,,DUCRESSA,77,,
,,2023-08-20,155,,,,,,,,,,,,,,,12.6,135,,,,,,,,,479142,114,,,,,,,VREYA,77,,
,,2020-08-18,154,,,,,,,,,,,,,,,16.85,135,,,,,,,,,004020,114,,,,,,,CIPRALEX,77,,
,,2019-07-27,154,,,,,,,,,,,,,,,39.58,135,,,,,,,,,144493,114,,,,,,,AIROMIR,76,,
,,2021-03-16,154,,,,,,,,,,,,,,,2.07,135,,,,,,,,,196808,113,,,,,,,DULOXETIN STADA,76,,
,,2017-06-07,154,,,,,,,,,,,,,,,24.19,135,,,,,,,,,435726,113,,,,,,,LISIPRIL COMP,76,,
,,2023-07-28,154,,,,,,,,,,,,,,,20.67,134,,,,,,,,,048181,113,,,,,,,STELARA,76,,
,,2019-11-18,154,,,,,,,,,,,,,,,18.03,134,,,,,,,,,014365,113,,,,,,,AZITHROMYCIN SANDOZ,76,,
,,2019-11-17,154,,,,,,,,,,,,,,,6.43,134,,,,,,,,,034460,113,,,,,,,BUPROPION SANDOZ,75,,
,,2019-11-24,154,,,,,,,,,,,,,,,6.55,134,,,,,,,,,523296,113,,,,,,,ELVANSE,74,,
,,2020-03-30,154,,,,,,,,,,,,,,,5.56,134,,,,,,,,,086901,113,,,,,,,AGOMELATINE RATIOPHARM,74,,
,,2020-03-20,154,,,,,,,,,,,,,,,14.72,134,,,,,,,,,408102,112,,,,,,,METHYLPHENIDATE SANDOZ,74,,
,,2019-07-02,154,,,,,,,,,,,,,,,23.31,134,,,,,,,,,001411,112,,,,,,,KETOMEX,74,,
,,2021-01-22,154,,,,,,,,,,,,,,,9.54,133,,,,,,,,,176263,112,,,,,,,SCOPODERM,73,,
,,2023-10-13,154,,,,,,,,,,,,,,,8.27,133,,,,,,,,,007544,112,,,,,,,EFEXOR DEPOT,72,,
,,2022-12-06,154,,,,,,,,,,,,,,,132.77,133,,,,,,,,,400592,112,,,,,,,LEVAZYR,72,,
,,2019-02-28,154,,,,,,,,,,,,,,,21.0,133,,,,,,,,,085987,112,,,,,,,TACROLIMUS ACCORD,72,,
,,2021-09-25,154,,,,,,,,,,,,,,,33.31,132,,,,,,,,,467421,112,,,,,,,TADALAFIL KRKA,72,,
,,2019-08-15,154,,,,,,,,,,,,,,,20.19,132,,,,,,,,,078632,112,,,,,,,ATROVENT ECO,72,,
,,2023-01-30,154,,,,,,,,,,,,,,,114.35,132,,,,,,,,,029706,112,,,,,,,ALFUZOSIN HYDROCHLORIDE ORION,71,,
,,2018-09-28,154,,,,,,,,,,,,,,,6.17,132,,,,,,,,,565366,112,,,,,,,LETROZOLE SANDOZ,71,,
,,2022-08-28,154,,,,,,,,,,,,,,,144.14,132,,,,,,,,,158839,112,,,,,,,MAKROGOLI ORION,71,,
,,2022-08-01,154,,,,,,,,,,,,,,,37.84,132,,,,,,,,,115931,112,,,,,,,PEGULOS,71,,
,,2017-11-17,154,,,,,,,,,,,,,,,50.93,132,,,,,,,,,164551,111,,,,,,,MULTIVITA MONIVITAMIINI,71,,
,,2021-11-24,154,,,,,,,,,,,,,,,1.24,132,,,,,,,,,168036,111,,,,,,,LOSARSTAD COMP,71,,
,,2022-05-11,154,,,,,,,,,,,,,,,49.66,131,,,,,,,,,478719,111,,,,,,,IMIGRAN RADIS,70,,
,,2023-12-25,154,,,,,,,,,,,,,,,2.57,131,,,,,,,,,460502,111,,,,,,,SELOCOMP ZOC,70,,
,,2019-12-27,154,,,,,,,,,,,,,,,18.08,130,,,,,,,,,422246,111,,,,,,,HARMONET,70,,
,,2021-07-23,154,,,,,,,,,,,,,,,17.41,130,,,,,,,,,431814,111,,,,,,,ETORICOXIB SANDOZ,70,,
,,2021-07-06,154,,,,,,,,,,,,,,,27.58,130,,,,,,,,,444851,111,,,,,,,ELMEX,70,,
,,2021-02-10,154,,,,,,,,,,,,,,,25.73,130,,,,,,,,,186538,111,,,,,,,BETNOVAT SCALP,70,,
,,2022-02-13,154,,,,,,,,,,,,,,,25.59,130,,,,,,,,,080629,111,,,,,,,MINISUN D-VITAMIINI,70,,
,,2022-11-24,154,,,,,,,,,,,,,,,34.39,129,,,,,,,,,011489,111,,,,,,,CANDESTAD,70,,
,,2020-11-12,154,,,,,,,,,,,,,,,19.96,129,,,,,,,,,068579,110,,,,,,,ARIPIPRAZOLE ACCORD,69,,
,,2019-09-05,154,,,,,,,,,,,,,,,7.16,129,,,,,,,,,453633,110,,,,,,,DOXITIN,69,,
,,2019-09-06,154,,,,,,,,,,,,,,,7.29,129,,,,,,,,,489092,110,,,,,,,OLANZAPINE MYLAN,69,,
,,2019-09-27,154,,,,,,,,,,,,,,,16.28,129,,,,,,,,,556250,110,,,,,,,PRIMOLUT NOR,69,,
,,2023-02-20,154,,,,,,,,,,,,,,,37.58,129,,,,,,,,,148564,110,,,,,,,LIPOLAN,69,,
,,2021-05-01,154,,,,,,,,,,,,,,,1.45,129,,,,,,,,,144832,110,,,,,,,NARAMIG,69,,
,,2020-10-31,154,,,,,,,,,,,,,,,35.15,129,,,,,,,,,073048,109,,,,,,,QUESTRAN,68,,
,,2019-06-09,154,,,,,,,,,,,,,,,34.94,128,,,,,,,,,555666,109,,,,,,,PREGABALIN SANDOZ,68,,
,,2022-07-26,154,,,,,,,,,,,,,,,22.89,128,,,,,,,,,091006,109,,,,,,,MADOPAR QUICK,68,,
,,2020-09-28,154,,,,,,,,,,,,,,,18.46,128,,,,,,,,,032706,109,,,,,,,CREON 10 000,68,,
,,2021-12-24,154,,,,,,,,,,,,,,,218.03,128,,,,,,,,,418673,109,,,,,,,VOLTAREN EMULGEL,68,,
,,2022-04-25,154,,,,,,,,,,,,,,,7.32,128,,,,,,,,,139063,109,,,,,,,ANORO ELLIPTA,68,,
,,2022-01-19,154,,,,,,,,,,,,,,,15.77,128,,,,,,,,,174664,109,,,,,,,CIPROXIN,68,,
,,2022-01-23,154,,,,,,,,,,,,,,,27.17,128,,,,,,,,,584888,109,,,,,,,ABASAGLAR KWIKPEN,68,,
,,2022-01-11,154,,,,,,,,,,,,,,,12.57,128,,,,,,,,,145978,109,,,,,,,ACTOS,68,,
,,2023-08-03,154,,,,,,,,,,,,,,,21.46,127,,,,,,,,,181536,109,,,,,,,IBRANCE,68,,
,,2020-08-12,153,,,,,,,,,,,,,,,18.0,127,,,,,,,,,574831,109,,,,,,,DERMALOG SKIN-CURE,67,,
,,2020-12-20,153,,,,,,,,,,,,,,,19.54,127,,,,,,,,,125317,109,,,,,,,LOCOID CRELO,67,,
,,2023-07-08,153,,,,,,,,,,,,,,,8.09,127,,,,,,,,,008777,108,,,,,,,ESCITALOPRAM RATIOPHARM,67,,
,,2023-07-24,153,,,,,,,,,,,,,,,9.6,127,,,,,,,,,088891,108,,,,,,,SOLIFENACIN ORION,67,,
,,2023-11-26,153,,,,,,,,,,,,,,,3.45,127,,,,,,,,,554074,108,,,,,,,QUETIAPIN HEXAL,67,,
,,2018-04-11,153,,,,,,,,,,,,,,,1.66,127,,,,,,,,,054147,108,,,,,,,KETO,66,,
,,2017-12-03,153,,,,,,,,,,,,,,,34.09,126,,,,,,,,,539973,108,,,,,,,FEMILAR,66,,
,,2019-11-28,153,,,,,,,,,,,,,,,44.33,126,,,,,,,,,588574,108,,,,,,,GLUCOSAMIN PHARMA NORD,66,,
,,2019-11-20,153,,,,,,,,,,,,,,,18.38,126,,,,,,,,,151589,108,,,,,,,TROSPIUM VERMAN,66,,
,,2021-06-24,153,,,,,,,,,,,,,,,18.85,126,,,,,,,,,130880,107,,,,,,,ESBRIET,66,,
,,2021-06-27,153,,,,,,,,,,,,,,,161.03,126,,,,,,,,,390918,107,,,,,,,BURANA-CAPS,66,,
,,2020-02-26,153,,,,,,,,,,,,,,,1.5,126,,,,,,,,,172627,107,,,,,,,DONEPEZIL KRKA,66,,
,,2020-02-03,153,,,,,,,,,,,,,,,5.79,126,,,,,,,,,599317,107,,,,,,,HYDREX,65,,
,,2021-10-08,153,,,,,,,,,,,,,,,26.13,126,,,,,,,,,048424,107,,,,,,,DULOXETINE ACCORD,65,,
,,2021-09-24,153,,,,,,,,,,,,,,,13.73,126,,,,,,,,,163675,107,,,,,,,QUETIAPINE ACCORD,65,,
,,2023-01-13,153,,,,,,,,,,,,,,,13.16,126,,,,,,,,,143196,107,,,,,,,ENGERIX-B,65,,
,,2018-09-03,153,,,,,,,,,,,,,,,12.96,126,,,,,,,,,009083,107,,,,,,,OLMETEC PLUS,65,,
,,2017-11-16,153,,,,,,,,,,,,,,,47.09,126,,,,,,,,,532945,106,,,,,,,CIMZIA,65,,
,,2022-05-04,153,,,,,,,,,,,,,,,21.18,125,,,,,,,,,542197,106,,,,,,,GONAL-F,65,,
,,2019-12-09,153,,,,,,,,,,,,,,,21.94,125,,,,,,,,,388694,106,,,,,,,ANKSILON,65,,
,,2021-07-16,153,,,,,,,,,,,,,,,17.6,125,,,,,,,,,148251,106,,,,,,,PHYSIONEAL 40 GLUCOSE CLEAR-FLEX,64,,
,,2018-08-29,153,,,,,,,,,,,,,,,31.62,125,,,,,,,,,114447,106,,,,,,,SERTRALIN HEXAL,64,,
,,2023-03-26,153,,,,,,,,,,,,,,,29.67,125,,,,,,,,,463481,106,,,,,,,LETROZOL STADA,64,,
,,2021-02-09,153,,,,,,,,,,,,,,,6.85,125,,,,,,,,,543469,105,,,,,,,DEVISOL,64,,
,,2018-12-13,153,,,,,,,,,,,,,,,48.15,125,,,,,,,,,190703,105,,,,,,,ARIPIPRAZOLE ORION,64,,
,,2018-12-06,153,,,,,,,,,,,,,,,47.85,125,,,,,,,,,034793,105,,,,,,,DUTESTER,64,,
,,2022-02-14,153,,,,,,,,,,,,,,,1.27,125,,,,,,,,,179773,105,,,,,,,LOSARTAN/HYDROCHLOROTHIAZIDE SANDOZ,64,,
,,2021-02-18,153,,,,,,,,,,,,,,,22.25,124,,,,,,,,,025109,105,,,,,,,LIPISTAD,63,,
,,2021-02-19,153,,,,,,,,,,,,,,,8.17,124,,,,,,,,,083531,105,,,,,,,RETAFER,63,,
,,2020-11-04,153,,,,,,,,,,,,,,,31.42,124,,,,,,,,,112098,105,,,,,,,ORICYCLIN,63,,
,,2019-09-10,153,,,,,,,,,,,,,,,30.67,124,,,,,,,,,075880,104,,,,,,,CERIDAL LIPOLOTION,63,,
,,2019-09-29,153,,,,,,,,,,,,,,,16.22,124,,,,,,,,,575571,104,,,,,,,GLUCOSAMIN ORIFARM,63,,
,,2018-11-16,153,,,,,,,,,,,,,,,2.6,124,,,,,,,,,383190,104,,,,,,,TANONALLA,63,,
,,2023-05-06,153,,,,,,,,,,,,,,,5.23,124,,,,,,,,,510564,104,,,,,,,LEVOCETIRIZIN STADA,63,,
,,2020-09-23,153,,,,,,,,,,,,,,,37.82,124,,,,,,,,,011547,104,,,,,,,FEMODEN,62,,
,,2022-07-16,153,,,,,,,,,,,,,,,1.07,124,,,,,,,,,402570,104,,,,,,,SINGULAIR,62,,
,,2022-01-04,153,,,,,,,,,,,,,,,11.93,124,,,,,,,,,540229,104,,,,,,,CARBALAN PERUSVOIDE,62,,
,,2022-01-10,153,,,,,,,,,,,,,,,23.45,124,,,,,,,,,010132,104,,,,,,,HYDROXYUREA MEDAC,62,,
,,2018-05-25,153,,,,,,,,,,,,,,,22.88,123,,,,,,,,,016323,104,,,,,,,FEMOSTON,62,,
,,2023-08-29,153,,,,,,,,,,,,,,,33.28,123,,,,,,,,,023367,104,,,,,,,PAMOL F,62,,
,,2021-03-17,152,,,,,,,,,,,,,,,33.87,123,,,,,,,,,183574,103,,,,,,,PIMAFUCORT,62,,
,,2022-10-15,152,,,,,,,,,,,,,,,9.65,123,,,,,,,,,122518,103,,,,,,,RISOLID,62,,
,,2019-04-02,152,,,,,,,,,,,,,,,19.68,123,,,,,,,,,007623,103,,,,,,,COVERSYL COMP NOVUM,61,,
,,2019-04-22,152,,,,,,,,,,,,,,,8.96,123,,,,,,,,,534941,103,,,,,,,PROVERA,61,,
,,2022-09-12,152,,,,,,,,,,,,,,,16.01,123,,,,,,,,,038448,103,,,,,,,OFEV,61,,
,,2022-06-14,152,,,,,,,,,,,,,,,2.25,123,,,,,,,,,384498,103,,,,,,,CREON,61,,
,,2020-03-31,152,,,,,,,,,,,,,,,1.72,123,,,,,,,,,012831,103,,,,,,,DESLORATADINE TEVA,61,,
,,2021-06-04,152,,,,,,,,,,,,,,,11.05,123,,,,,,,,,155341,103,,,,,,,MEDIKINET,61,,
,,2021-06-11,152,,,,,,,,,,,,,,,9.78,122,,,,,,,,,481663,103,,,,,,,SINEMET DEPOT,60,,
,,2022-03-20,152,,,,,,,,,,,,,,,19.69,122,,,,,,,,,395924,102,,,,,,,VENLAFAXIN RATIOPHARM,60,,
,,2022-03-04,152,,,,,,,,,,,,,,,18.98,122,,,,,,,,,371975,102,,,,,,,MINISUN D-VITAMIINI 50 MIKROG PURUTABL,60,,
,,2020-02-23,152,,,,,,,,,,,,,,,31.58,122,,,,,,,,,586427,102,,,,,,,DIENORETTE,60,,
,,2020-02-27,152,,,,,,,,,,,,,,,18.84,122,,,,,,,,,077878,102,,,,,,,OVITRELLE,60,,
,,2018-06-09,152,,,,,,,,,,,,,,,17.02,122,,,,,,,,,490210,102,,,,,,,MULTAQ,60,,
,,2021-10-11,152,,,,,,,,,,,,,,,17.82,122,,,,,,,,,101972,102,,,,,,,CLOTAM,60,,
,,2021-09-06,152,,,,,,,,,,,,,,,27.07,122,,,,,,,,,015417,102,,,,,,,TARDOCILLIN 1200,60,,
,,2021-04-07,152,,,,,,,,,,,,,,,180.59,122,,,,,,,,,003911,101,,,,,,,ZECLAR OD,60,,
,,2021-04-05,152,,,,,,,,,,,,,,,10.54,121,,,,,,,,,574673,101,,,,,,,ADALAT,59,,
,,2020-05-23,152,,,,,,,,,,,,,,,70.35,121,,,,,,,,,400508,101,,,,,,,MULTIVITA ASCORBIN,59,,
,,2021-04-22,152,,,,,,,,,,,,,,,92.23,121,,,,,,,,,000552,101,,,,,,,NEBIVOLOL ORION,59,,
,,List truncated...,,,,,,,,,,,,,,,,List truncated...,,,,,,,,,,List truncated...,,,,,,,,List truncated...,,,
