EVENT_AGE,Frequency,APPROX_EVENT_DAY,Frequency,CDA_ID_SALATTU,Frequency,DOC_GROUP_SALATTU,Frequency,RESEPTISTATUS,Frequency,DIS_AMOUNT_CALC_TXT,Frequency,DIS_AMT_VALUE,Frequency,DIS_AMOUNT_TXT,Frequency,DIS_AMT_UNIT,Frequency,DELIVERY_FEE,Frequency,MED_EXCHANGED,Frequency,DOSE_DISTRIBUTION,Frequency,ATC_CODE,Frequency,PREPARATION_TYPE_CODE,Frequency,PRODUCT_CODE1,Frequency,PRODUCT_CODE2,Frequency,PRODUCT_CODE3,Frequency,LAAKEMUOTOKOODI,Frequency,DRUG_NAME_C,Frequency,DOSE_QUANTITY_TEXT,Frequency
,,2021-11-09,172,,,,,,,,,,,,,,,23.13,308,,,,,G03AC10,246,,,489609,329,,,,,,,DURAPHAT,388,0,03/3 MG,200
,,2021-11-23,172,,,,,,,,,,,,,,,7.34,307,,,,,A10BB12,245,,,019758,329,,,,,,,GASTERIX,387,5/50 MG,197
,,2019-12-02,172,,,,,,,,,,,,,,,7.1,307,,,,,M01AH01,239,,,022708,329,,,,,,,CARVEDILOL ORION,381,1/2 mg/ml,193
,,2021-07-20,172,,,,,,,,,,,,,,,13.24,307,,,,,J01EE02,238,,,475052,327,,,,,,,LOMUDAL,381,1/2 MG/ML,193
,,2022-11-13,172,,,,,,,,,,,,,,,59.54,307,,,,,C08DB01,238,,,031519,327,,,,,,,INNOHEP,380,150/20 MIKROG,192
,,2021-05-07,172,,,,,,,,,,,,,,,7.04,306,,,,,R03AC13,237,,,386762,326,,,,,,,SPIRIVA,379,200_MG,191
,,2023-05-18,172,,,,,,,,,,,,,,,7.46,306,,,,,S02AA03,236,,,047676,325,,,,,,,XELEVIA,376,15 mikrog/ml,190
,,2021-12-30,172,,,,,,,,,,,,,,,19.39,305,,,,,J01MA12,235,,,545673,324,,,,,,,YASMIN,376,800MG,189
,,2021-12-14,172,,,,,,,,,,,,,,,15.35,305,,,,,N06AA12,234,,,568442,321,,,,,,,FLUTIFORM,375,0.5MG,188
,,2023-08-09,172,,,,,,,,,,,,,,,1.3,304,,,,,C08DA01,233,,,130864,321,,,,,,,VOLTAREN RAPID,374,500MG/10MIKROG,187
,,2023-08-11,172,,,,,,,,,,,,,,,19.5,303,,,,,H02AB09,232,,,064699,321,,,,,,,OLANZAPIN SANDOZ,367,1,5 MG,186
,,2023-08-23,172,,,,,,,,,,,,,,,16.26,302,,,,,N02CC05,230,,,521282,321,,,,,,,TAFLOTAN,366,92/22 mikrog/annos,186
,,2023-08-22,172,,,,,,,,,,,,,,,155.03,302,,,,,C07FB02,229,,,474254,321,,,,,,,TRILEPTAL,364,0,125 mg,185
,,2022-10-20,171,,,,,,,,,,,,,,,17.52,301,,,,,A07EA06,228,,,005233,320,,,,,,,BUPRENORPHINE RATIOPHARM,364,2 MG/35 MIKROG,184
,,2022-09-02,171,,,,,,,,,,,,,,,14.93,300,,,,,S01BC10,226,,,038534,320,,,,,,,LITO,360,0,6 mg/g,183
,,2022-09-25,171,,,,,,,,,,,,,,,38.41,300,,,,,G03DB01,224,,,040160,320,,,,,,,LOCOID,360,30_MG,182
,,2022-10-04,171,,,,,,,,,,,,,,,252.5,300,,,,,M03BX01,222,,,112274,318,,,,,,,CANODERM,358,100 u/ml,182
,,2022-09-22,171,,,,,,,,,,,,,,,8.34,298,,,,,H03BB01,221,,,154309,315,,,,,,,TAMICTOR,357,50MIKROG/DOS,182
,,2023-07-20,171,,,,,,,,,,,,,,,7.96,298,,,,,M01AE03,220,,,052067,314,,,,,,,LOSARTAN/HYDROCHLOROTHIAZIDE KRKA,356,800_MG,180
,,2022-06-05,171,,,,,,,,,,,,,,,11.77,297,,,,,D02AE01,219,,,498529,314,,,,,,,KESTINE,355,16/12.5 MG,180
,,2022-03-19,171,,,,,,,,,,,,,,,16.61,296,,,,,B02AA02,218,,,093047,313,,,,,,,CITALOPRAM-RATIOPHARM,354,2_MG,178
,,2022-03-10,171,,,,,,,,,,,,,,,5.61,296,,,,,L04AB06,216,,,064818,313,,,,,,,LAMOTRIGIN ORION,354,2,5 %,177
,,2022-03-28,171,,,,,,,,,,,,,,,121.03,296,,,,,A10BJ05,213,,,467867,312,,,,,,,KLOTRIPTYL MITE,353,0,02/3 mg,176
,,2022-03-31,171,,,,,,,,,,,,,,,1.31,296,,,,,C01BD01,212,,,374231,311,,,,,,,VALSARTAN KRKA,352,50MIKROG/ANN,175
,,2022-12-04,171,,,,,,,,,,,,,,,174.28,295,,,,,D07AA02,211,,,034987,310,,,,,,,YAZ,352,0,125 MG,174
,,2020-02-05,171,,,,,,,,,,,,,,,123.43,295,,,,,A03CA02,210,,,012209,309,,,,,,,FLIXOTIDE EVOHALER,351,23,75 mg,170
,,2021-09-14,171,,,,,,,,,,,,,,,27.69,294,,,,,N06AX22,210,,,006998,308,,,,,,,XANOR,351,87/5/9 mikrog,169
,,2023-09-07,171,,,,,,,,,,,,,,,23.59,294,,,,,S01AA13,206,,,370269,307,,,,,,,CANDESARTAN/HYDROCHLOROTHIAZIDE ORION,347,2,5/25 mg,169
,,2023-01-08,171,,,,,,,,,,,,,,,6.76,293,,,,,G03DA04,206,,,109586,306,,,,,,,KESTOX,347,25 MG/ML,169
,,2022-05-03,171,,,,,,,,,,,,,,,3.26,293,,,,,G03FB08,205,,,572084,306,,,,,,,KEFALEX,343,1 MILJ IU,168
,,2022-05-14,171,,,,,,,,,,,,,,,14.4,291,,,,,R03DA04,204,,,560718,303,,,,,,,CERALAN,342,15 MIKROG/ML,166
,,2018-12-17,171,,,,,,,,,,,,,,,9.38,291,,,,,C01CA24,201,,,143534,302,,,,,,,OFTAQUIX,340,500_MG/10_MIKROG,165
,,2021-02-28,171,,,,,,,,,,,,,,,6.22,291,,,,,B05DA,201,,,453522,300,,,,,,,CIPROFLOXACIN RATIOPHARM,339,4000 IU (40 mg)/0,4 ml,165
,,2022-11-28,171,,,,,,,,,,,,,,,21.87,290,,,,,G03AB08,201,,,445069,299,,,,,,,OFTAN DEXA,338,37,5/325 mg,164
,,2023-06-09,171,,,,,,,,,,,,,,,15.69,290,,,,,C09BB04,199,,,010521,298,,,,,,,ORBEOS,336,20/1 MG/G,163
,,2020-11-22,171,,,,,,,,,,,,,,,15.98,290,,,,,B03XA02,199,,,002104,298,,,,,,,DIPROSALIC,334,0,0625 mg,163
,,2023-05-17,171,,,,,,,,,,,,,,,13.74,290,,,,,A10BG03,199,,,086625,297,,,,,,,TICOVAC,331,0,25 MG,162
,,2022-04-10,171,,,,,,,,,,,,,,,3.13,290,,,,,S01EE03,196,,,599563,297,,,,,,,CLOPIDOGREL MYLAN,328,500/20 mg,162
,,2021-08-11,171,,,,,,,,,,,,,,,246.77,289,,,,,A04AA02,195,,,017248,297,,,,,,,INDIVINA,328,1,25 mg/ml,161
,,2021-08-17,171,,,,,,,,,,,,,,,8.28,289,,,,,L04AA13,194,,,462283,296,,,,,,,BETASERC,327,1 MILJ.IU,158
,,2020-12-19,170,,,,,,,,,,,,,,,7.76,289,,,,,L03AA13,192,,,515148,296,,,,,,,SYMBICORT TURBUHALER FORTE,327,1 MILJ. IU,157
,,2023-07-30,170,,,,,,,,,,,,,,,13.42,287,,,,,N04BA03,190,,,112973,294,,,,,,,CERALAN PLUS,324,0,2 mg,157
,,2022-06-09,170,,,,,,,,,,,,,,,7.25,285,,,,,A02BA02,189,,,445481,294,,,,,,,CALCICHEW D3 EXTRA SITRUUNA,324,0,5 MG/G,157
,,2023-11-19,170,,,,,,,,,,,,,,,21.98,284,,,,,N04BC04,189,,,085792,294,,,,,,,MEDROL,323,1_MG,155
,,2020-03-12,170,,,,,,,,,,,,,,,19.59,284,,,,,L01BC06,188,,,134374,293,,,,,,,METOCLOPRAMIDE ORION,323,37,5 mg,154
,,2020-03-04,170,,,,,,,,,,,,,,,7.4,284,,,,,A07FA02,187,,,010361,293,,,,,,,PEGORION,322,4MG,153
,,2020-03-03,170,,,,,,,,,,,,,,,110.21,283,,,,,N07BA03,187,,,154288,293,,,,,,,PREDNISON,320,160/12,5 mg,152
,,2020-03-06,170,,,,,,,,,,,,,,,5.2,283,,,,,C09BA03,187,,,075856,291,,,,,,,TRIMETIN,318,50 mg/ml,151
,,2023-10-09,170,,,,,,,,,,,,,,,19.13,282,,,,,N05AF03,185,,,101857,291,,,,,,,SOMNOR,318,25/100 mg,151
,,2023-09-24,170,,,,,,,,,,,,,,,11.86,282,,,,,S01BA07,185,,,473135,290,,,,,,,PREVENAR 13,317,1000 MG/4 ML,151
,,2023-09-22,170,,,,,,,,,,,,,,,14.3,281,,,,,D07BB04,184,,,005436,289,,,,,,,LEVOMEPROMAZINE ORION,316,500 MG/20 MIKROG,151
,,2023-10-24,170,,,,,,,,,,,,,,,14.88,279,,,,,C09BA04,183,,,152543,288,,,,,,,PEVISONE,315,100IU/ML,150
,,2023-10-28,170,,,,,,,,,,,,,,,13.13,279,,,,,C09CA08,183,,,402343,288,,,,,,,GLUCOSAMIN ORION,313,50/500 mikrog/annos,150
,,2021-10-18,170,,,,,,,,,,,,,,,2.49,278,,,,,G04BE01,178,,,158717,287,,,,,,,IMODIUM,313,0,088 MG,150
,,2021-10-09,170,,,,,,,,,,,,,,,11.26,278,,,,,M02AA10,177,,,555185,286,,,,,,,SINEMET,313,0,2 MG,149
,,2023-09-05,170,,,,,,,,,,,,,,,10.94,277,,,,,G03FB05,177,,,010573,286,,,,,,,PANADOL NOVUM,313,875/125 mg,149
,,2022-08-22,170,,,,,,,,,,,,,,,115.0,277,,,,,G02BA03,177,,,449395,285,,,,,,,HUMIRA,312,5/12,5 MG,149
,,2022-05-31,170,,,,,,,,,,,,,,,12.41,277,,,,,R03AL06,170,,,388702,284,,,,,,,FELDEN,311,37,5 MG,147
,,2023-12-05,170,,,,,,,,,,,,,,,2.7,276,,,,,S03CA04,170,,,070406,283,,,,,,,HYPOLOC,311,10/5 mg,146
,,2023-03-30,170,,,,,,,,,,,,,,,25.62,276,,,,,N06BA12,169,,,431454,282,,,,,,,IMIGRAN,310,25_MIKROG,146
,,2023-06-12,170,,,,,,,,,,,,,,,24.09,276,,,,,C09DX04,165,,,075009,282,,,,,,,LEVOCETIRIZIN RATIOPHARM,307,2/10 MG/ML,145
,,2022-11-12,170,,,,,,,,,,,,,,,1.16,276,,,,,R03AL08,165,,,583043,281,,,,,,,ACYRAX,306,20 mg/ml+5 mg/ml,145
,,2022-11-07,170,,,,,,,,,,,,,,,9.22,275,,,,,L01XX05,165,,,502735,280,,,,,,,APOLAR,305,0.4MG,145
,,2023-06-27,170,,,,,,,,,,,,,,,54.64,275,,,,,J01AA04,164,,,083993,280,,,,,,,LORATADIN RATIOPHARM,303,24 MG,145
,,2023-05-15,170,,,,,,,,,,,,,,,23.27,275,,,,,A10AC01,161,,,483167,279,,,,,,,MEMANTINE RATIOPHARM,303,160/4,5 MIKROG/ANNOS,144
,,2023-05-12,170,,,,,,,,,,,,,,,21.34,274,,,,,C03BA11,161,,,028586,279,,,,,,,CLOPIDOGREL ACTAVIS,303,0,18 mg,143
,,2022-07-25,170,,,,,,,,,,,,,,,15.4,274,,,,,A10BD20,161,,,176909,279,,,,,,,LIXIANA,302,160/4,5 MCG/ANN,143
,,2021-12-13,170,,,,,,,,,,,,,,,25.44,274,,,,,S02CA05,160,,,405688,278,,,,,,,FLUCONAZOL ORION,302,0,6 MG/G,141
,,2023-08-06,170,,,,,,,,,,,,,,,14.38,273,,,,,N03AX18,160,,,567370,277,,,,,,,DESLORATADINE SANDOZ,301,50_MIKROG/ANNOS,141
,,2023-08-26,170,,,,,,,,,,,,,,,13.14,273,,,,,D10BA01,159,,,435156,276,,,,,,,BURANA SLOW,300,3_MG,141
,,2022-10-18,169,,,,,,,,,,,,,,,12.93,273,,,,,G01AA10,158,,,024321,275,,,,,,,DIUREX MITE,298,500/30MG,138
,,2022-10-19,169,,,,,,,,,,,,,,,17.33,272,,,,,A07AA02,156,,,080023,275,,,,,,,MELATONIINI,297,500/125 mg,138
,,2022-09-24,169,,,,,,,,,,,,,,,5.58,272,,,,,A10BX07,155,,,082252,275,,,,,,,FINASTERID RATIOPHARM,295,50 mikrog,136
,,2020-03-29,169,,,,,,,,,,,,,,,14.79,272,,,,,L02BB03,153,,,006826,275,,,,,,,PROLIA,294,11,25 mg,136
,,2022-12-20,169,,,,,,,,,,,,,,,10.38,271,,,,,G03CX01,152,,,037669,274,,,,,,,FROIDIR,293,1.25 MG/ANNOS,135
,,2021-10-19,169,,,,,,,,,,,,,,,20.84,271,,,,,S01CA03,152,,,012966,274,,,,,,,AERINAZE,290,1/0,5 MG,135
,,2019-08-20,169,,,,,,,,,,,,,,,24.46,271,,,,,S01EE04,151,,,407069,274,,,,,,,MEDIPAM,290,160/12,5 MG,135
,,2020-05-20,169,,,,,,,,,,,,,,,49.44,270,,,,,G03CA04,151,,,435387,273,,,,,,,ZOELY,290,0.02/3 MG,135
,,2023-01-12,169,,,,,,,,,,,,,,,1.26,270,,,,,S02CA02,150,,,492107,272,,,,,,,ACLOVIR,289,12,5/5 MG,134
,,2022-08-26,169,,,,,,,,,,,,,,,12.46,269,,,,,N04AA02,150,,,545657,271,,,,,,,RELERT,289,92/55/22 mikrog/annos,134
,,2020-08-27,169,,,,,,,,,,,,,,,11.33,269,,,,,G04BD11,148,,,495757,271,,,,,,,EMCONCOR COMP,288,250MG,133
,,2022-05-30,169,,,,,,,,,,,,,,,6.39,268,,,,,A04AA55,147,,,149408,270,,,,,,,VESIX,287,2,5/120 MG,132
,,2022-05-26,169,,,,,,,,,,,,,,,21.75,267,,,,,D06BX01,146,,,420630,269,,,,,,,EXFORGE HCT,287,12.5 MG,131
,,2022-05-17,169,,,,,,,,,,,,,,,8.39,266,,,,,D07CA01,145,,,054056,268,,,,,,,METFORMIN ACTAVIS,287,12,5/5 mg,130
,,2023-12-21,169,,,,,,,,,,,,,,,8.94,266,,,,,D11AH02,140,,,032178,267,,,,,,,CONCERTA,286,25MIKROG,130
,,2019-12-05,169,,,,,,,,,,,,,,,9.2,266,,,,,B05DB,140,,,054309,267,,,,,,,RAMIPRIL ORION,286,2,5/1,5 MG,129
,,2023-03-17,169,,,,,,,,,,,,,,,10.57,265,,,,,N05AD01,138,,,108562,267,,,,,,,LERCANIDIPIN HYDROCHLORID ACTAVIS,286,110 MG,128
,,2023-03-22,169,,,,,,,,,,,,,,,9.23,265,,,,,D07BC01,138,,,074894,266,,,,,,,ATACAND PLUS,286,10/5 MG,127
,,2022-11-03,169,,,,,,,,,,,,,,,7.99,265,,,,,R03AL01,137,,,058552,265,,,,,,,EXELON,284,20/1 mg/g,127
,,2023-02-19,169,,,,,,,,,,,,,,,125.23,264,,,,,S01ED01,137,,,094023,263,,,,,,,TADALAFIL RATIOPHARM,284,110 mg,127
,,2021-05-04,169,,,,,,,,,,,,,,,33.53,264,,,,,A10BX04,136,,,030790,263,,,,,,,EZETIMIB SANDOZ,283,20 mikrog/h,127
,,2023-05-16,169,,,,,,,,,,,,,,,15.79,264,,,,,C08CA10,135,,,003182,263,,,,,,,AZAMUN,283,23,75 MG,126
,,2022-07-11,169,,,,,,,,,,,,,,,15.29,264,,,,,C10AB05,133,,,556936,262,,,,,,,LISINOPRIL ORION,283,25 mg/ml,123
,,2021-12-19,169,,,,,,,,,,,,,,,13.25,264,,,,,C07AA07,133,,,115364,262,,,,,,,B12-VITAMIINI RATIOPHARM,282,160/25 MG,122
,,2022-04-09,169,,,,,,,,,,,,,,,12.64,264,,,,,A10AB06,128,,,550277,262,,,,,,,PARACETAMOL RATIOPHARM,282,20 mg/g,122
,,2020-12-15,168,,,,,,,,,,,,,,,8.04,263,,,,,N06AX03,127,,,401828,262,,,,,,,NEBIDO,282,880 MG/G,121
,,2023-07-10,168,,,,,,,,,,,,,,,7.42,263,,,,,J01CF05,126,,,019200,261,,,,,,,MONOPROST,281,0.4_MG,121
,,2022-06-03,168,,,,,,,,,,,,,,,89.11,263,,,,,H01CB03,126,,,540587,261,,,,,,,MINISUN D-VITAMIINI 20 MIKROG,281,0.1 MG,120
,,2023-11-18,168,,,,,,,,,,,,,,,14.75,263,,,,,C07AB08,125,,,009146,261,,,,,,,NITROSID,280,1,53 mg/suihke,120
,,2020-03-17,168,,,,,,,,,,,,,,,11.47,263,,,,,R06AX29,125,,,157833,261,,,,,,,MOMMOX,280,5/12,5 mg,120
,,2020-03-05,168,,,,,,,,,,,,,,,9.55,262,,,,,S01EA05,124,,,526918,259,,,,,,,MELATONIN,278,100_MIKROG,120
,,2021-06-25,168,,,,,,,,,,,,,,,16.44,262,,,,,L02BB04,124,,,019720,259,,,,,,,GALVUS,277,300 MIKROG,119
,,2023-09-27,168,,,,,,,,,,,,,,,39.04,261,,,,,J02AC02,123,,,095906,259,,,,,,,MERCILON,276,14 mg,119
,,2023-10-23,168,,,,,,,,,,,,,,,15.24,260,,,,,J01FA06,123,,,075514,259,,,,,,,AMLODIPINE VITABALANS,276,880 mg/g,119
,,2022-12-11,168,,,,,,,,,,,,,,,37.67,260,,,,,L03AA02,122,,,070528,259,,,,,,,PRAVASTATIN RATIOPHARM,274,0,5 MG/ANNOS,119
,,2022-12-24,168,,,,,,,,,,,,,,,2.28,260,,,,,J01CE08,122,,,123895,258,,,,,,,GEFINA,273,2.5/25 MG,119
,,2021-10-28,168,,,,,,,,,,,,,,,21.69,259,,,,,B01AB04,121,,,006062,258,,,,,,,ISMOX,273,0.5_MG,118
,,2021-04-23,168,,,,,,,,,,,,,,,27.16,259,,,,,N05CD08,120,,,502255,258,,,,,,,DIGOXIN ORION MITE,272,3 mg/ml,117
,,2023-04-11,168,,,,,,,,,,,,,,,5.93,259,,,,,C09BA05,119,,,000616,258,,,,,,,FUCICORT,271,8MG,116
,,2022-08-14,168,,,,,,,,,,,,,,,5.77,258,,,,,J01FA09,119,,,170092,257,,,,,,,MIGARD,270,500MG/20MCG,115
,,2022-05-25,168,,,,,,,,,,,,,,,8.9,258,,,,,R01AD11,119,,,102188,257,,,,,,,FUNGORIN,268,15 mikrog/ml+5 mg/ml,115
,,2021-11-18,168,,,,,,,,,,,,,,,1.77,258,,,,,N07BB01,118,,,166731,257,,,,,,,CIPROXIN-HYDROCORTISON,267,60MG,114
,,2019-12-21,168,,,,,,,,,,,,,,,16.18,257,,,,,L02BG06,117,,,418485,257,,,,,,,PRATSIOL,267,80MG,114
,,2021-07-18,168,,,,,,,,,,,,,,,46.6,257,,,,,R01AX03,116,,,033234,257,,,,,,,FIASP,264,75/20 MIKROG,114
,,2020-07-07,168,,,,,,,,,,,,,,,1.42,257,,,,,D07BA04,115,,,113780,257,,,,,,,CLOPIDOGREL ORION,263,1000 mg/4 ml,114
,,2022-02-11,168,,,,,,,,,,,,,,,39.31,256,,,,,N06AX05,115,,,592759,257,,,,,,,ALENDRONAT SANDOZ,262,0.1%,113
,,2022-02-02,168,,,,,,,,,,,,,,,8.2,256,,,,,C03EB01,114,,,444844,256,,,,,,,PERATSIN,259,0,18 MG,113
,,2020-11-10,168,,,,,,,,,,,,,,,31.22,255,,,,,D10AD01,114,,,000097,255,,,,,,,CLIOVELLE,259,50/12.5 MG,113
,,2021-05-03,168,,,,,,,,,,,,,,,8.46,255,,,,,S01GX08,113,,,019682,255,,,,,,,DESOGESTREL SANDOZ,259,0,5 mg/annos,111
,,2023-02-05,168,,,,,,,,,,,,,,,23.54,255,,,,,J01MA14,113,,,490425,254,,,,,,,MELOXICAM ORION,259,100/6 MIKROG/ANNOS,111
,,2023-05-22,168,,,,,,,,,,,,,,,16.29,254,,,,,A10BJ01,112,,,008429,254,,,,,,,LESCOL DEPOT,259,250_MG,111
,,2021-05-20,168,,,,,,,,,,,,,,,14.15,254,,,,,R03AC12,112,,,014597,254,,,,,,,VESICARE,258,50/170 mikrog/24 h,111
,,2021-12-27,168,,,,,,,,,,,,,,,1.55,254,,,,,A06AC51,112,,,003112,254,,,,,,,BRILIQUE,257,667 MG/ML,110
,,2022-04-28,168,,,,,,,,,,,,,,,10.33,253,,,,,L01BB02,111,,,590147,254,,,,,,,TWINRIX ADULT,256,100/12.5 MG,110
,,2022-04-27,168,,,,,,,,,,,,,,,12.1,253,,,,,C10AC01,108,,,441279,253,,,,,,,CIALIS,255,0.1_%,110
,,2022-01-03,168,,,,,,,,,,,,,,,8.64,253,,,,,D01AE16,108,,,112495,253,,,,,,,NEUROTOL SLOW,255,20 MG/G,110
,,2023-08-15,168,,,,,,,,,,,,,,,7.36,253,,,,,C07AB05,108,,,079733,253,,,,,,,EVOREL CONTI,254,3 MG/ML,109
,,2022-10-28,167,,,,,,,,,,,,,,,6.01,253,,,,,N05AX13,108,,,490437,252,,,,,,,MOBIC,254,4_MG,109
,,2020-12-23,167,,,,,,,,,,,,,,,18.64,252,,,,,G03AC01,107,,,042550,252,,,,,,,FOLIVER,253,225 mg,109
,,2023-07-31,167,,,,,,,,,,,,,,,17.66,252,,,,,R03AL03,106,,,537332,251,,,,,,,IBUMAX,251,20 MIKROG/H,109
,,2023-07-11,167,,,,,,,,,,,,,,,21.57,251,,,,,M04AA03,105,,,117655,251,,,,,,,V-PEN 1500,250,50/500 MIKROG/G,107
,,2023-07-25,167,,,,,,,,,,,,,,,6.89,251,,,,,D05BB02,105,,,021967,250,,,,,,,VI-SIBLIN S,250,8_MG,107
,,2023-11-17,167,,,,,,,,,,,,,,,9.34,250,,,,,M05BA07,105,,,526474,249,,,,,,,TRIMBOW,249,80/12.5 MG,107
,,2020-03-19,167,,,,,,,,,,,,,,,35.66,250,,,,,A10BD08,104,,,521062,249,,,,,,,TRIKOZOL,249,2 MG/ML,107
,,2023-10-10,167,,,,,,,,,,,,,,,1.41,249,,,,,N04BD02,102,,,469291,249,,,,,,,ARIPIPRAZOLE RATIOPHARM,249,30/400 MG/ML,107
,,2023-10-02,167,,,,,,,,,,,,,,,11.75,249,,,,,J01AA07,101,,,034996,248,,,,,,,SLINDA,246,2,4 mikrog/0,5 ml,106
,,2022-03-09,167,,,,,,,,,,,,,,,12.77,248,,,,,N01BB02,100,,,020053,247,,,,,,,ENALAPRIL COMP RATIOPHARM,246,1.25 MG/ML,106
,,2021-09-02,167,,,,,,,,,,,,,,,9.01,246,,,,,D10AX03,100,,,010980,247,,,,,,,BECLONASAL FORTE AQUA,245,0.125 MG,104
,,2020-05-12,167,,,,,,,,,,,,,,,9.94,246,,,,,H05BX01,99,,,592352,246,,,,,,,PANTOPRAZOL ORION,243,160/500 MG,104
,,2020-05-26,167,,,,,,,,,,,,,,,8.37,246,,,,,B01AC07,98,,,595947,245,,,,,,,ORUDIS,242,5/50 mg,104
,,2021-04-27,167,,,,,,,,,,,,,,,11.99,246,,,,,N02CD01,98,,,435115,245,,,,,,,MAXALT RAPITAB,242,250/10 mikrog/annos,103
,,2022-08-17,167,,,,,,,,,,,,,,,16.36,245,,,,,R01AX06,97,,,191568,244,,,,,,,MONTELUKAST RATIOPHARM,239,2,5/2,5 mikrog,103
,,2022-05-15,167,,,,,,,,,,,,,,,41.46,245,,,,,N04BD01,97,,,175464,244,,,,,,,DITRIM DUPLO,238,24 mg,102
,,2022-02-22,167,,,,,,,,,,,,,,,6.93,245,,,,,G04BD09,96,,,593527,243,,,,,,,ENBREL,237,32/12,5 mg,101
,,2023-06-13,167,,,,,,,,,,,,,,,14.73,245,,,,,N05BE01,96,,,577047,243,,,,,,,SILDENAFIL RATIOPHARM,236,1/0,5 mg,101
,,2022-11-20,167,,,,,,,,,,,,,,,4.37,245,,,,,J07BC02,96,,,145799,243,,,,,,,PLAVIX,236,8/60_MG,101
,,2023-06-28,167,,,,,,,,,,,,,,,7.91,243,,,,,D02AX,95,,,076555,241,,,,,,,TOUJEO SOLOSTAR,235,500 MG/100 000 IU,101
,,2022-07-02,167,,,,,,,,,,,,,,,6.97,243,,,,,R06AA09,95,,,594353,241,,,,,,,TELFAST,235,1000MG,101
,,2023-02-16,167,,,,,,,,,,,,,,,4.87,243,,,,,D10AF51,95,,,140323,240,,,,,,,SIFROL,235,100 IU/ML,100
,,2023-02-15,167,,,,,,,,,,,,,,,2.04,243,,,,,G03FA17,95,,,049031,240,,,,,,,XALCOM,234,5/160 MG,99
,,2023-02-21,167,,,,,,,,,,,,,,,31.08,242,,,,,L04AC10,94,,,433714,239,,,,,,,AMARYL,234,20 MG/ANNOS,99
,,2021-05-30,167,,,,,,,,,,,,,,,8.06,242,,,,,D11AX22,94,,,006192,238,,,,,,,ROSUVASTATIN KRKA,230,47.5MG,99
,,2021-05-10,167,,,,,,,,,,,,,,,6.47,242,,,,,S01BA02,94,,,000051,238,,,,,,,COSOPT,230,20/75 MIKROG,98
,,2021-05-11,167,,,,,,,,,,,,,,,11.37,242,,,,,H01BA02,94,,,166377,238,,,,,,,FLAGYL COMP,228,50 MIKROG/ML + 5 MG/ML,97
,,2021-05-28,167,,,,,,,,,,,,,,,8.76,241,,,,,B03XA03,93,,,192229,238,,,,,,,XGEVA,227,0.03/3 MG,97
,,2020-09-08,167,,,,,,,,,,,,,,,15.18,241,,,,,R01AD05,93,,,023454,238,,,,,,,NEVANAC,226,320/9 mikrog/annos,97
,,2022-04-08,167,,,,,,,,,,,,,,,9.02,240,,,,,A02BX13,91,,,076577,237,,,,,,,TRULICITY,225,7,5 %,96
,,2023-08-02,167,,,,,,,,,,,,,,,9.76,240,,,,,C10AA02,90,,,511839,237,,,,,,,DUTASTERIDE/TAMSULOSINHYDROCHLORID RATIOPHARM,224,90MG,95
,,2023-08-31,167,,,,,,,,,,,,,,,18.75,240,,,,,R03BB01,90,,,011207,237,,,,,,,DEVISOL 20 MIKROG,224,50 mikrog/ml + 5 mg/ml,95
,,2021-03-31,166,,,,,,,,,,,,,,,29.51,240,,,,,M01AB01,90,,,067587,235,,,,,,,TEROLUT,224,18 mg,95
,,2020-12-11,166,,,,,,,,,,,,,,,7.66,240,,,,,S01XA02,90,,,107239,235,,,,,,,OBSIDAN FE++,224,200/6 MIKROG/ANNOS,94
,,2022-09-04,166,,,,,,,,,,,,,,,14.04,240,,,,,L03AA14,89,,,085969,234,,,,,,,AQUALAN L PERUSVOIDE,223,190 MG,94
,,2022-10-02,166,,,,,,,,,,,,,,,11.17,240,,,,,L02BX02,89,,,053563,234,,,,,,,FEMOSTON CONTI 1/5,223,50 MIKROG/24 H,94
,,2023-11-29,166,,,,,,,,,,,,,,,9.52,239,,,,,A10BD15,89,,,580100,233,,,,,,,TYRAZOL,221,500MG/400IU,94
,,2020-03-27,166,,,,,,,,,,,,,,,17.79,239,,,,,J07BB02,88,,,552646,233,,,,,,,ALMOGRAN,221,35/450 mg,93
,,2020-03-18,166,,,,,,,,,,,,,,,257.48,239,,,,,L04AA27,87,,,197160,233,,,,,,,MOXONIDIN ACTAVIS,220,160/800 mg,93
,,2020-03-02,166,,,,,,,,,,,,,,,28.25,239,,,,,C09DA08,87,,,577619,233,,,,,,,INHIXA,220,2 mg/ml,92
,,2023-09-10,166,,,,,,,,,,,,,,,26.15,239,,,,,N07AA02,87,,,466654,232,,,,,,,ESOMEPRAZOL KRKA,220,50/170 MIKROG/24 H,92
,,2023-10-14,166,,,,,,,,,,,,,,,14.24,238,,,,,N05BA09,86,,,172592,232,,,,,,,ESTRENA,218,1,5 G,92
,,2023-10-31,166,,,,,,,,,,,,,,,2.93,238,,,,,A06AD65,86,,,563336,232,,,,,,,MELATONIN (YA/SOPIMUSVALMISTUSTUOTE),217,95MG,92
,,2022-03-29,166,,,,,,,,,,,,,,,20.85,237,,,,,H01CB02,86,,,011997,229,,,,,,,ALENDRONAT RATIOPHARM,216,3.2 MG/ML,91
