SOURCE	CODE1	CODE2	CODE3	VOCAB	n_events	n_patients
OUTPAT	F1159	NA	NA	10	6	6
OUTPAT	F119	NA	NA	10	88	33
OUTPAT	F1200	NA	NA	10	42	16
OUTPAT	F1209	NA	NA	10	21	17
OUTPAT	F121	NA	NA	10	1402	180
OUTPAT	F122	NA	NA	10	56	8
OUTPAT	F1220	NA	NA	10	485	62
OUTPAT	F1221	NA	NA	10	680	32
OUTPAT	F1224	NA	NA	10	480	55
OUTPAT	F1225	NA	NA	10	651	47
OUTPAT	F1226	NA	NA	10	173	24
OUTPAT	F1229	NA	NA	10	553	74
OUTPAT	F123	NA	NA	10	13	10
OUTPAT	F125	NA	NA	10	465	82
OUTPAT	F129	NA	NA	10	115	37
OUTPAT	F1300	NA	NA	10	67	51
OUTPAT	F1309	NA	NA	10	86	64
OUTPAT	F131	NA	NA	10	484	132
OUTPAT	F132	NA	NA	10	101	28
OUTPAT	F1320	NA	NA	10	1008	136
OUTPAT	F1321	NA	NA	10	530	27
OUTPAT	F1322	NA	NA	10	2015	164
OUTPAT	F1324	NA	NA	10	727	139
OUTPAT	F1325	NA	NA	10	1408	205
OUTPAT	F1326	NA	NA	10	462	14
OUTPAT	F1329	NA	NA	10	1902	178
OUTPAT	F133	F133	NA	10	18	6
OUTPAT	F133	NA	NA	10	177	72
OUTPAT	F134	NA	NA	10	22	13
OUTPAT	F139	NA	NA	10	49	28
OUTPAT	F150	NA	NA	10	53	40
OUTPAT	F151	F151	NA	10	12	8
OUTPAT	F151	NA	NA	10	845	127
OUTPAT	F152	F152	NA	10	79	12
OUTPAT	F152	NA	NA	10	3764	178
OUTPAT	F153	NA	NA	10	51	23
OUTPAT	F154	NA	NA	10	34	10
OUTPAT	F155	F155	NA	10	10	7
OUTPAT	F155	NA	NA	10	541	94
OUTPAT	F157	NA	NA	10	48	8
OUTPAT	F159	NA	NA	10	51	21
OUTPAT	F1609	NA	NA	10	13	11
OUTPAT	F161	NA	NA	10	49	15
OUTPAT	F1620	NA	NA	10	8	6
OUTPAT	F169	NA	NA	10	11	7
OUTPAT	F171	NA	NA	10	108	50
OUTPAT	F172	NA	NA	10	31	8
OUTPAT	F1720	NA	NA	10	1913	457
OUTPAT	F1722	NA	NA	10	639	107
OUTPAT	F1729	NA	NA	10	2611	693
OUTPAT	F173	NA	NA	10	169	77
OUTPAT	F179	NA	NA	10	18	8
OUTPAT	F19	NA	NA	10	23	6
OUTPAT	F1900	F1900	NA	10	9	8
OUTPAT	F1900	NA	NA	10	143	78
OUTPAT	F1903	NA	NA	10	20	16
OUTPAT	F1909	NA	NA	10	86	52
OUTPAT	F191	NA	NA	10	2428	376
OUTPAT	F192	F192	NA	10	34	15
OUTPAT	F192	NA	NA	10	82	23
OUTPAT	F1920	F1920	NA	10	33	10
OUTPAT	F1920	NA	NA	10	3899	248
OUTPAT	F1921	NA	NA	10	883	106
OUTPAT	F1922	NA	NA	10	150	29
OUTPAT	F1923	NA	NA	10	12	7
OUTPAT	F1924	F1924	NA	10	35	13
OUTPAT	F1924	NA	NA	10	880	151
OUTPAT	F1925	F1925	NA	10	79	18
OUTPAT	F1925	NA	NA	10	573	145
OUTPAT	F1926	NA	NA	10	223	52
OUTPAT	F1929	F1929	NA	10	45	22
OUTPAT	F1929	NA	NA	10	2365	316
OUTPAT	F1930	F1930	NA	10	10	7
OUTPAT	F1930	NA	NA	10	72	41
OUTPAT	F1939	NA	NA	10	26	15
OUTPAT	F1940	NA	NA	10	32	21
OUTPAT	F1949	NA	NA	10	15	12
OUTPAT	F195	NA	NA	10	21	12
OUTPAT	F1950	NA	NA	10	227	48
OUTPAT	F1951	NA	NA	10	28	17
OUTPAT	F1952	NA	NA	10	34	17
OUTPAT	F1953	NA	NA	10	223	18
OUTPAT	F1956	NA	NA	10	23	7
OUTPAT	F1959	NA	NA	10	102	55
OUTPAT	F1972	NA	NA	10	36	6
OUTPAT	F1979	NA	NA	10	66	8
OUTPAT	F198	NA	NA	10	62	16
OUTPAT	F199	NA	NA	10	482	129
OUTPAT	F20	F20	NA	10	407	44
OUTPAT	F20	NA	NA	10	1712	117
OUTPAT	F200	F200	NA	10	3772	127
OUTPAT	F200	NA	NA	10	5697	225
OUTPAT	F2000	F2000	NA	10	1206	115
OUTPAT	F2000	NA	NA	10	92083	2060
OUTPAT	F2001	F2001	NA	10	55	13
OUTPAT	F2001	NA	NA	10	2359	172
OUTPAT	F2002	F2002	NA	10	34	12
OUTPAT	F2002	NA	NA	10	5530	215
OUTPAT	F2003	NA	NA	10	1586	107
OUTPAT	F2004	F2004	NA	10	159	15
OUTPAT	F2004	NA	NA	10	21836	532
OUTPAT	F2005	NA	NA	10	1281	66
OUTPAT	F2008	NA	NA	10	1433	142
OUTPAT	F2009	F2009	NA	10	16	10
OUTPAT	F2009	NA	NA	10	17929	789
OUTPAT	F201	F201	NA	10	3194	50
OUTPAT	F201	NA	NA	10	216	19
OUTPAT	F2010	F2010	NA	10	393	28
OUTPAT	F2010	NA	NA	10	13548	272
OUTPAT	F2011	NA	NA	10	37	14
OUTPAT	F2012	NA	NA	10	883	31
OUTPAT	F2013	NA	NA	10	183	13
OUTPAT	F2014	NA	NA	10	2396	40
OUTPAT	F2018	NA	NA	10	91	13
OUTPAT	F2019	NA	NA	10	4238	81
OUTPAT	F202	F202	NA	10	842	18
OUTPAT	F202	NA	NA	10	34	6
OUTPAT	F2020	NA	NA	10	1957	75
OUTPAT	F2022	NA	NA	10	76	9
OUTPAT	F2023	NA	NA	10	195	12
OUTPAT	F2024	NA	NA	10	299	20
OUTPAT	F2029	NA	NA	10	1936	35
OUTPAT	F203	F203	NA	10	3292	112
OUTPAT	F203	NA	NA	10	5571	184
OUTPAT	F2030	F2030	NA	10	742	121
OUTPAT	F2030	NA	NA	10	80259	1434
OUTPAT	F2031	NA	NA	10	567	45
OUTPAT	F2032	F2032	NA	10	174	8
OUTPAT	F2032	NA	NA	10	4943	117
OUTPAT	F2033	F2033	NA	10	54	9
OUTPAT	F2033	NA	NA	10	2547	87
OUTPAT	F2034	F2034	NA	10	81	15
OUTPAT	F2034	NA	NA	10	20676	393
OUTPAT	F2035	NA	NA	10	1630	53
OUTPAT	F2038	F2038	NA	10	44	6
OUTPAT	F2038	NA	NA	10	1186	93
OUTPAT	F2039	F2039	NA	10	225	24
OUTPAT	F2039	NA	NA	10	15679	587
OUTPAT	F204	F204	NA	10	129	8
OUTPAT	F204	NA	NA	10	948	76
OUTPAT	F205	F205	NA	10	737	48
OUTPAT	F205	NA	NA	10	7106	307
OUTPAT	F206	F206	NA	10	197	18
OUTPAT	F206	NA	NA	10	3440	98
OUTPAT	F208	F208	NA	10	248	12
OUTPAT	F208	NA	NA	10	6613	195
OUTPAT	F209	F209	NA	10	1906	121
OUTPAT	F209	NA	NA	10	44167	1903
OUTPAT	F2090	F2090	NA	10	13	9
OUTPAT	F21	F21	NA	10	1123	47
OUTPAT	F21	NA	NA	10	16186	488
OUTPAT	F22	F22	NA	10	41	13
OUTPAT	F22	NA	NA	10	189	11
OUTPAT	F220	F220	NA	10	1132	77
OUTPAT	F220	NA	NA	10	25999	1019
OUTPAT	F228	NA	NA	10	851	67
OUTPAT	F229	F229	NA	10	150	13
OUTPAT	F229	NA	NA	10	3658	249
OUTPAT	F23	NA	NA	10	113	18
OUTPAT	F230	F230	NA	10	43	9
OUTPAT	F230	NA	NA	10	100	6
OUTPAT	F2300	F2300	NA	10	40	7
OUTPAT	F2300	NA	NA	10	1061	101
OUTPAT	F2301	NA	NA	10	875	41
OUTPAT	F2309	NA	NA	10	139	34
OUTPAT	F2310	NA	NA	10	926	63
OUTPAT	F2311	NA	NA	10	432	37
OUTPAT	F2319	NA	NA	10	319	34
OUTPAT	F232	F232	NA	10	190	16
OUTPAT	F232	NA	NA	10	132	12
OUTPAT	F2320	F2320	NA	10	34	8
OUTPAT	F2320	NA	NA	10	1234	106
OUTPAT	F2321	NA	NA	10	684	44
OUTPAT	F2329	NA	NA	10	735	90
OUTPAT	F233	F233	NA	10	196	18
OUTPAT	F233	NA	NA	10	4281	269
OUTPAT	F238	F238	NA	10	238	16
OUTPAT	F238	NA	NA	10	1773	143
OUTPAT	F239	F239	NA	10	250	27
OUTPAT	F239	NA	NA	10	254	33
OUTPAT	F2390	F2390	NA	10	94	16
OUTPAT	F2390	NA	NA	10	2425	260
OUTPAT	F2391	F2391	NA	10	90	6
OUTPAT	F2391	NA	NA	10	1719	142
OUTPAT	F2399	F2399	NA	10	26	7
OUTPAT	F2399	NA	NA	10	2639	297
OUTPAT	F24	NA	NA	10	106	15
OUTPAT	F25	F25	NA	10	710	12
OUTPAT	F25	NA	NA	10	2523	134
OUTPAT	F250	F250	NA	10	162	25
OUTPAT	F250	NA	NA	10	5120	169
OUTPAT	F2500	F2500	NA	10	98	18
OUTPAT	F2500	NA	NA	10	13753	538
OUTPAT	F2501	F2501	NA	10	118	11
OUTPAT	F2501	NA	NA	10	5860	225
OUTPAT	F251	F251	NA	10	537	30
OUTPAT	F251	NA	NA	10	8101	182
OUTPAT	F2510	F2510	NA	10	115	16
OUTPAT	F2510	NA	NA	10	24731	525
OUTPAT	F2511	F2511	NA	10	39	6
OUTPAT	F2511	NA	NA	10	8739	247
OUTPAT	F252	F252	NA	10	318	28
OUTPAT	F252	NA	NA	10	6991	174
OUTPAT	F2520	F2520	NA	10	416	34
OUTPAT	F2520	NA	NA	10	19713	469
OUTPAT	F2521	NA	NA	10	6693	245
OUTPAT	F258	NA	NA	10	571	23
OUTPAT	F2580	NA	NA	10	1989	108
OUTPAT	F2581	NA	NA	10	1460	63
OUTPAT	F259	F259	NA	10	575	51
OUTPAT	F259	NA	NA	10	39805	1071
OUTPAT	F28	F28	NA	10	340	25
OUTPAT	F28	NA	NA	10	6279	217
OUTPAT	F29	F29	NA	10	3025	376
OUTPAT	F29	NA	NA	10	112130	4385
OUTPAT	F300	NA	NA	10	544	116
OUTPAT	F301	F301	NA	10	10	7
OUTPAT	F301	NA	NA	10	553	88
OUTPAT	F302	NA	NA	10	174	20
OUTPAT	F3020	NA	NA	10	856	117
OUTPAT	F3021	NA	NA	10	328	32
OUTPAT	F308	NA	NA	10	17	10
OUTPAT	F309	NA	NA	10	690	193
OUTPAT	F31	F31	NA	10	33	7
OUTPAT	F31	NA	NA	10	3768	322
OUTPAT	F310	F310	NA	10	335	38
OUTPAT	F310	NA	NA	10	15650	1137
OUTPAT	F311	F311	NA	10	174	31
OUTPAT	F311	NA	NA	10	6130	663
OUTPAT	F312	F312	NA	10	345	20
OUTPAT	F312	NA	NA	10	1864	157
OUTPAT	F3120	F3120	NA	10	129	29
OUTPAT	F3120	NA	NA	10	9185	632
OUTPAT	F3121	NA	NA	10	1186	118
OUTPAT	F313	F313	NA	10	157	19
OUTPAT	F313	NA	NA	10	6963	492
OUTPAT	F3130	F3130	NA	10	284	27
OUTPAT	F3130	NA	NA	10	33012	1488
OUTPAT	F3131	F3131	NA	10	22	6
OUTPAT	F3131	NA	NA	10	6458	393
OUTPAT	F314	F314	NA	10	235	30
OUTPAT	F314	NA	NA	10	28726	1248
OUTPAT	F315	F315	NA	10	107	6
OUTPAT	F315	NA	NA	10	5520	410
OUTPAT	F316	F316	NA	10	604	33
OUTPAT	F316	NA	NA	10	29529	1175
OUTPAT	F317	F317	NA	10	854	64
OUTPAT	F317	NA	NA	10	35504	1637
OUTPAT	F318	F318	NA	10	55	12
OUTPAT	F318	NA	NA	10	34605	1419
OUTPAT	F319	F319	NA	10	276	42
OUTPAT	F319	NA	NA	10	36820	2335
OUTPAT	F32	F32	NA	10	244	60
OUTPAT	F32	NA	NA	10	2223	458
OUTPAT	F320	F320	NA	10	833	122
OUTPAT	F320	NA	NA	10	2535	496
OUTPAT	F3200	F3200	NA	10	532	86
OUTPAT	F3200	NA	NA	10	17636	2901
OUTPAT	F3201	F3201	NA	10	135	16
OUTPAT	F3201	NA	NA	10	2343	494
OUTPAT	F321	F321	NA	10	5239	442
OUTPAT	F321	NA	NA	10	17864	1897
OUTPAT	F3210	F3210	NA	10	2070	262
OUTPAT	F3210	NA	NA	10	92470	7212
OUTPAT	F3211	F3211	NA	10	929	106
OUTPAT	F3211	NA	NA	10	23619	2150
OUTPAT	F322	F322	NA	10	6498	439
OUTPAT	F322	NA	NA	10	107158	5684
OUTPAT	F323	F323	NA	10	1240	117
OUTPAT	F323	NA	NA	10	28985	1647
OUTPAT	F328	F328	NA	10	192	33
OUTPAT	F328	NA	NA	10	5974	699
OUTPAT	F329	F329	NA	10	3018	496
OUTPAT	F329	NA	NA	10	71596	9665
OUTPAT	F33	F33	NA	10	124	13
OUTPAT	F33	NA	NA	10	1027	185
OUTPAT	F330	F330	NA	10	298	27
OUTPAT	F330	NA	NA	10	1344	210
OUTPAT	F3300	F3300	NA	10	83	24
OUTPAT	F3300	NA	NA	10	10802	1476
OUTPAT	F3301	F3301	NA	10	179	6
OUTPAT	F3301	NA	NA	10	2014	245
OUTPAT	F331	F331	NA	10	1112	100
OUTPAT	F331	NA	NA	10	12766	1061
OUTPAT	F3310	F3310	NA	10	530	88
OUTPAT	F3310	NA	NA	10	74449	4456
OUTPAT	F3311	F3311	NA	10	218	40
OUTPAT	F3311	NA	NA	10	20262	1601
OUTPAT	F332	F332	NA	10	1551	123
OUTPAT	F332	NA	NA	10	89121	3929
OUTPAT	F333	F333	NA	10	70	22
OUTPAT	F333	NA	NA	10	2637	194
OUTPAT	F3330	F3330	NA	10	192	19
OUTPAT	F3330	NA	NA	10	17199	784
OUTPAT	F3331	NA	NA	10	562	95
OUTPAT	F334	F334	NA	10	191	24
OUTPAT	F334	NA	NA	10	10593	1412
OUTPAT	F338	NA	NA	10	2859	318
OUTPAT	F339	F339	NA	10	295	42
OUTPAT	F339	NA	NA	10	25170	2740
OUTPAT	F34	NA	NA	10	65	11
OUTPAT	F340	F340	NA	10	101	12
OUTPAT	F340	NA	NA	10	2593	226
OUTPAT	F341	F341	NA	10	1591	181
OUTPAT	F341	NA	NA	10	32391	2215
OUTPAT	F348	NA	NA	10	919	74
OUTPAT	F349	F349	NA	10	102	14
OUTPAT	F349	NA	NA	10	1581	190
OUTPAT	F3800	NA	NA	10	181	31
OUTPAT	F3809	NA	NA	10	28	11
OUTPAT	F3810	NA	NA	10	289	20
OUTPAT	F3819	NA	NA	10	157	14
OUTPAT	F388	F388	NA	10	51	6
OUTPAT	F388	NA	NA	10	425	74
OUTPAT	F39	F39	NA	10	144	25
OUTPAT	F39	NA	NA	10	9466	1175
OUTPAT	F40	NA	NA	10	24	6
OUTPAT	F400	F400	NA	10	68	10
OUTPAT	F400	NA	NA	10	377	39
OUTPAT	F4000	NA	NA	10	1521	171
OUTPAT	F4001	NA	NA	10	4741	321
OUTPAT	F401	F401	NA	10	598	69
OUTPAT	F401	NA	NA	10	22569	1320
OUTPAT	F402	F402	NA	10	63	21
OUTPAT	F402	NA	NA	10	1639	249
OUTPAT	F408	F408	NA	10	33	8
OUTPAT	F408	NA	NA	10	1643	133
OUTPAT	F409	F409	NA	10	31	9
OUTPAT	F409	NA	NA	10	1769	232
OUTPAT	F41	F41	NA	10	49	11
OUTPAT	F41	NA	NA	10	271	71
OUTPAT	F410	F410	NA	10	881	87
OUTPAT	F410	NA	NA	10	1389	201
OUTPAT	F4100	F4100	NA	10	304	44
OUTPAT	F4100	NA	NA	10	9514	1123
OUTPAT	F4101	F4101	NA	10	80	6
OUTPAT	F4101	NA	NA	10	5665	293
OUTPAT	F4108	NA	NA	10	819	125
OUTPAT	F4109	F4109	NA	10	34	17
OUTPAT	F4109	NA	NA	10	9294	1294
OUTPAT	F411	F411	NA	10	334	63
OUTPAT	F411	NA	NA	10	31471	2244
OUTPAT	F412	F412	NA	10	2628	321
OUTPAT	F412	NA	NA	10	40217	4152
OUTPAT	F413	F413	NA	10	268	24
OUTPAT	F413	NA	NA	10	5553	403
OUTPAT	F418	F418	NA	10	52	9
OUTPAT	F418	NA	NA	10	5595	666
OUTPAT	F419	F419	NA	10	824	176
OUTPAT	F419	NA	NA	10	40734	4669
OUTPAT	F42	NA	NA	10	126	19
OUTPAT	F420	F420	NA	10	106	8
OUTPAT	F420	NA	NA	10	7209	345
OUTPAT	F421	F421	NA	10	46	12
OUTPAT	F421	NA	NA	10	6205	340
OUTPAT	F422	F422	NA	10	143	12
OUTPAT	F422	NA	NA	10	12949	395
OUTPAT	F428	NA	NA	10	313	32
OUTPAT	F429	F429	NA	10	39	6
OUTPAT	F429	NA	NA	10	2724	231
OUTPAT	F43	F43	NA	10	52	8
OUTPAT	F43	NA	NA	10	171	37
OUTPAT	F430	F430	NA	10	157	45
OUTPAT	F430	NA	NA	10	919	325
OUTPAT	F4300	F4300	NA	10	101	30
OUTPAT	F4300	NA	NA	10	2492	795
OUTPAT	F4301	F4301	NA	10	36	8
OUTPAT	F4301	NA	NA	10	1116	345
OUTPAT	F4302	NA	NA	10	908	140
OUTPAT	F431	F431	NA	10	246	45
OUTPAT	F431	NA	NA	10	21523	1206
OUTPAT	F432	F432	NA	10	1444	218
OUTPAT	F432	NA	NA	10	593	82
OUTPAT	F4320	F4320	NA	10	291	70
OUTPAT	F4320	NA	NA	10	6226	938
OUTPAT	F4321	F4321	NA	10	129	28
OUTPAT	F4321	NA	NA	10	4545	594
OUTPAT	F4322	F4322	NA	10	404	86
OUTPAT	F4322	NA	NA	10	18248	2453
OUTPAT	F4323	F4323	NA	10	135	9
OUTPAT	F4323	NA	NA	10	1949	191
OUTPAT	F4324	NA	NA	10	172	37
OUTPAT	F4325	NA	NA	10	835	145
OUTPAT	F4328	NA	NA	10	1028	158
OUTPAT	F4329	F4329	NA	10	56	12
OUTPAT	F4329	NA	NA	10	6705	1149
OUTPAT	F438	F438	NA	10	63	19
OUTPAT	F438	NA	NA	10	3750	523
OUTPAT	F439	F439	NA	10	97	18
OUTPAT	F439	NA	NA	10	4065	751
OUTPAT	F44	NA	NA	10	175	11
OUTPAT	F440	NA	NA	10	181	37
OUTPAT	F441	NA	NA	10	63	7
OUTPAT	F442	NA	NA	10	31	15
OUTPAT	F443	NA	NA	10	18	8
OUTPAT	F444	F444	NA	10	31	7
OUTPAT	F444	NA	NA	10	873	68
OUTPAT	F445	NA	NA	10	322	41
OUTPAT	F446	NA	NA	10	74	17
OUTPAT	F447	NA	NA	10	2755	81
OUTPAT	F4480	NA	NA	10	159	12
OUTPAT	F4481	NA	NA	10	671	11
OUTPAT	F4482	NA	NA	10	206	16
OUTPAT	F4488	NA	NA	10	725	63
OUTPAT	F449	F449	NA	10	29	9
OUTPAT	F449	NA	NA	10	5381	280
OUTPAT	F450	F450	NA	10	142	22
OUTPAT	F450	NA	NA	10	3830	228
OUTPAT	F451	F451	NA	10	49	8
OUTPAT	F451	NA	NA	10	231	57
OUTPAT	F452	F452	NA	10	34	8
OUTPAT	F452	NA	NA	10	428	51
OUTPAT	F453	F453	NA	10	57	22
OUTPAT	F453	NA	NA	10	28	11
OUTPAT	F4530	NA	NA	10	88	55
OUTPAT	F4531	NA	NA	10	112	33
OUTPAT	F4532	NA	NA	10	210	20
OUTPAT	F4533	NA	NA	10	186	79
OUTPAT	F4534	NA	NA	10	60	15
OUTPAT	F4538	NA	NA	10	38	10
OUTPAT	F4539	NA	NA	10	322	33
OUTPAT	F454	F454	NA	10	146	31
OUTPAT	F454	NA	NA	10	6534	828
OUTPAT	F458	F458	NA	10	110	55
OUTPAT	F458	NA	NA	10	4048	1245
OUTPAT	F459	F459	NA	10	17	6
OUTPAT	F459	NA	NA	10	691	136
OUTPAT	F480	F480	NA	10	111	17
OUTPAT	F480	NA	NA	10	215	82
OUTPAT	F481	NA	NA	10	218	12
OUTPAT	F488	NA	NA	10	272	16
OUTPAT	F489	F489	NA	10	167	13
OUTPAT	F489	NA	NA	10	713	84
OUTPAT	F50	F50	NA	10	19	9
OUTPAT	F50	NA	NA	10	71	12
OUTPAT	F500	F500	NA	10	507	50
OUTPAT	F500	NA	NA	10	16198	466
OUTPAT	F501	F501	NA	10	235	23
OUTPAT	F501	NA	NA	10	7409	355
OUTPAT	F502	F502	NA	10	715	43
OUTPAT	F502	NA	NA	10	9616	399
OUTPAT	F503	F503	NA	10	237	27
OUTPAT	F503	NA	NA	10	5238	292
OUTPAT	F504	NA	NA	10	486	52
OUTPAT	F505	NA	NA	10	113	33
OUTPAT	F508	F508	NA	10	46	8
OUTPAT	F508	NA	NA	10	2557	225
OUTPAT	F509	F509	NA	10	205	26
OUTPAT	F509	NA	NA	10	9846	687
OUTPAT	F51	NA	NA	10	143	40
OUTPAT	F510	F510	NA	10	106	38
OUTPAT	F510	NA	NA	10	6870	1552
OUTPAT	F511	NA	NA	10	133	29
OUTPAT	F512	NA	NA	10	375	85
OUTPAT	F513	NA	NA	10	91	31
OUTPAT	F514	NA	NA	10	62	23
OUTPAT	F515	NA	NA	10	70	26
OUTPAT	F518	NA	NA	10	207	52
OUTPAT	F519	F519	NA	10	26	13
OUTPAT	F519	NA	NA	10	920	268
OUTPAT	F520	NA	NA	10	97	39
OUTPAT	F522	F522	NA	10	13	8
OUTPAT	F522	NA	NA	10	113	76
OUTPAT	F524	NA	NA	10	11	7
OUTPAT	F525	NA	NA	10	17	9
OUTPAT	F526	NA	NA	10	24	16
OUTPAT	F529	NA	NA	10	45	22
OUTPAT	F530	NA	NA	10	842	62
OUTPAT	F531	NA	NA	10	533	50
OUTPAT	F539	NA	NA	10	116	29
OUTPAT	F54	F54	NA	10	94	26
OUTPAT	F54	NA	NA	10	1477	265
OUTPAT	F55	NA	NA	10	9	6
OUTPAT	F59	NA	NA	10	1089	99
OUTPAT	F60	F60	NA	10	10	7
OUTPAT	F60	NA	NA	10	125	7
OUTPAT	F600	F600	NA	10	398	14
OUTPAT	F600	NA	NA	10	3733	226
OUTPAT	F601	F601	NA	10	229	15
OUTPAT	F601	NA	NA	10	1893	147
OUTPAT	F602	F602	NA	10	66	12
OUTPAT	F602	NA	NA	10	2977	138
OUTPAT	F603	F603	NA	10	1520	113
OUTPAT	F603	NA	NA	10	13838	644
OUTPAT	F6030	F6030	NA	10	442	43
OUTPAT	F6030	NA	NA	10	32851	1284
OUTPAT	F6031	F6031	NA	10	826	66
OUTPAT	F6031	NA	NA	10	31989	1080
OUTPAT	F604	NA	NA	10	515	30
OUTPAT	F605	F605	NA	10	41	6
OUTPAT	F605	NA	NA	10	7932	527
OUTPAT	F606	F606	NA	10	150	6
OUTPAT	F606	NA	NA	10	4998	268
OUTPAT	F607	F607	NA	10	186	23
OUTPAT	F607	NA	NA	10	5313	216
OUTPAT	F608	F608	NA	10	361	20
OUTPAT	F608	NA	NA	10	6599	381
OUTPAT	F609	F609	NA	10	385	67
OUTPAT	F609	NA	NA	10	13314	1038
OUTPAT	F61	F61	NA	10	282	59
OUTPAT	F61	NA	NA	10	1839	176
OUTPAT	F610	F610	NA	10	817	79
OUTPAT	F610	NA	NA	10	23136	1305
OUTPAT	F611	NA	NA	10	136	38
OUTPAT	F620	NA	NA	10	278	25
OUTPAT	F621	NA	NA	10	112	8
OUTPAT	F628	NA	NA	10	32	14
OUTPAT	F629	NA	NA	10	166	23
OUTPAT	F630	NA	NA	10	2320	101
OUTPAT	F631	NA	NA	10	28	8
OUTPAT	F633	NA	NA	10	33	9
OUTPAT	F638	NA	NA	10	376	45
OUTPAT	F639	NA	NA	10	145	34
OUTPAT	F640	NA	NA	10	1537	88
OUTPAT	F648	NA	NA	10	137	16
OUTPAT	F649	NA	NA	10	1728	155
OUTPAT	F680	NA	NA	10	84	9
OUTPAT	F681	NA	NA	10	97	20
OUTPAT	F688	NA	NA	10	81	8
OUTPAT	F69	NA	NA	10	319	51
OUTPAT	F70	NA	NA	10	16	6
OUTPAT	F700	F700	NA	10	23	8
OUTPAT	F700	NA	NA	10	2400	199
OUTPAT	F701	NA	NA	10	2470	111
OUTPAT	F709	NA	NA	10	591	74
OUTPAT	F710	NA	NA	10	230	30
OUTPAT	F711	NA	NA	10	289	18
OUTPAT	F719	NA	NA	10	66	14
OUTPAT	F720	NA	NA	10	298	17
OUTPAT	F730	NA	NA	10	91	10
OUTPAT	F780	NA	NA	10	75	20
OUTPAT	F781	NA	NA	10	28	6
OUTPAT	F790	NA	NA	10	808	84
OUTPAT	F791	NA	NA	10	100	18
OUTPAT	F799	NA	NA	10	128	22
OUTPAT	F80	F80	NA	10	39	9
OUTPAT	F800	F800	NA	10	206	72
OUTPAT	F800	NA	NA	10	214	75
OUTPAT	F801	F801	NA	10	284	91
OUTPAT	F801	NA	NA	10	1437	361
OUTPAT	F802	F802	NA	10	312	65
OUTPAT	F802	NA	NA	10	842	156
OUTPAT	F808	F808	NA	10	25	12
OUTPAT	F808	NA	NA	10	451	74
OUTPAT	F809	F809	NA	10	49	18
OUTPAT	F809	NA	NA	10	841	124
OUTPAT	F810	F810	NA	10	99	39
OUTPAT	F810	NA	NA	10	786	180
OUTPAT	F811	F811	NA	10	15	8
OUTPAT	F811	NA	NA	10	133	51
OUTPAT	F812	NA	NA	10	94	18
OUTPAT	F813	F813	NA	10	67	25
OUTPAT	F813	NA	NA	10	1623	168
OUTPAT	F818	F818	NA	10	14	6
OUTPAT	F818	NA	NA	10	1265	100
OUTPAT	F819	F819	NA	10	46	13
OUTPAT	F819	NA	NA	10	1070	154
OUTPAT	F82	F82	NA	10	37	23
OUTPAT	F82	NA	NA	10	1683	241
OUTPAT	F83	F83	NA	10	133	53
OUTPAT	F83	NA	NA	10	3588	297
OUTPAT	F840	NA	NA	10	526	32
OUTPAT	F8410	NA	NA	10	61	8
OUTPAT	F8411	NA	NA	10	130	6
OUTPAT	F842	NA	NA	10	7	6
OUTPAT	F844	NA	NA	10	77	8
OUTPAT	F845	F845	NA	10	57	16
OUTPAT	F845	NA	NA	10	8062	296
OUTPAT	F848	NA	NA	10	1015	50
OUTPAT	F849	F849	NA	10	475	15
OUTPAT	F849	NA	NA	10	1867	113
OUTPAT	F88	F88	NA	10	16	9
OUTPAT	F88	NA	NA	10	1232	56
OUTPAT	F89	F89	NA	10	21	7
OUTPAT	F89	NA	NA	10	453	61
OUTPAT	F900	F900	NA	10	44	22
OUTPAT	F900	NA	NA	10	16693	983
OUTPAT	F901	NA	NA	10	444	42
OUTPAT	F908	NA	NA	10	663	42
OUTPAT	F909	NA	NA	10	974	138
OUTPAT	F910	NA	NA	10	297	41
OUTPAT	F911	NA	NA	10	241	34
OUTPAT	F912	F912	NA	10	68	6
OUTPAT	F912	NA	NA	10	402	38
OUTPAT	F913	NA	NA	10	711	30
OUTPAT	F918	NA	NA	10	125	23
OUTPAT	F919	F919	NA	10	14	8
OUTPAT	F919	NA	NA	10	799	100
OUTPAT	F920	F920	NA	10	150	26
OUTPAT	F920	NA	NA	10	2720	185
OUTPAT	F928	F928	NA	10	133	16
OUTPAT	F928	NA	NA	10	2598	100
OUTPAT	F929	F929	NA	10	158	16
OUTPAT	F929	NA	NA	10	2228	143
OUTPAT	F930	F930	NA	10	125	6
OUTPAT	F930	NA	NA	10	560	32
OUTPAT	F931	F931	NA	10	54	12
OUTPAT	F931	NA	NA	10	775	70
OUTPAT	F932	NA	NA	10	130	15
OUTPAT	F938	F938	NA	10	205	8
OUTPAT	F9380	F9380	NA	10	50	9
OUTPAT	F9380	NA	NA	10	889	56
OUTPAT	F9389	F9389	NA	10	81	8
OUTPAT	F9389	NA	NA	10	10109	503
OUTPAT	F939	NA	NA	10	1735	118
OUTPAT	F940	NA	NA	10	512	30
OUTPAT	F941	F941	NA	10	27	7
OUTPAT	F941	NA	NA	10	184	20
OUTPAT	F942	NA	NA	10	90	7
OUTPAT	F948	NA	NA	10	387	24
OUTPAT	F949	NA	NA	10	271	24
