SOURCE	CODE1	CODE2	CODE3	VOCAB	n_events	n_patients
INPAT	23040	NA	NA	8	33	31
INPAT	23099	NA	NA	8	8	7
INPAT	23100	NA	NA	8	7	6
INPAT	2310A	NA	NA	9	8	7
INPAT	23130	NA	NA	8	25	13
INPAT	23150	NA	NA	8	20	14
INPAT	23199	NA	NA	8	6	6
INPAT	23200	NA	NA	8	8	6
INPAT	23203	NA	NA	8	10	9
INPAT	23204	NA	NA	8	8	7
INPAT	23205	NA	NA	8	21	17
INPAT	23207	NA	NA	8	29	22
INPAT	23208	NA	NA	8	20	18
INPAT	23209	NA	NA	8	13	6
INPAT	23210	NA	NA	8	10	10
INPAT	23211	NA	NA	8	13	13
INPAT	23212	NA	NA	8	21	19
INPAT	23213	NA	NA	8	22	21
INPAT	23221	NA	NA	8	18	18
INPAT	23223	NA	NA	8	13	12
INPAT	23224	NA	NA	8	8	7
INPAT	23225	NA	NA	8	16	15
INPAT	23226	NA	NA	8	12	10
INPAT	23227	NA	NA	8	13	10
INPAT	23229	NA	NA	8	11	11
INPAT	2330A	NA	NA	9	40	33
INPAT	2331A	NA	NA	9	70	58
INPAT	2333B	NA	NA	9	10	7
INPAT	23399	NA	NA	8	168	160
INPAT	23400	NA	NA	8	87	62
INPAT	23410	NA	NA	8	19	17
INPAT	2350A	NA	NA	9	22	14
INPAT	2352A	NA	NA	9	18	14
INPAT	2357A	NA	NA	9	8	8
INPAT	23599	NA	NA	8	99	91
INPAT	23610	NA	NA	8	8	8
INPAT	2362A	NA	NA	9	51	27
INPAT	23699	NA	NA	8	23	22
INPAT	23700	NA	NA	8	8	7
INPAT	2370A	NA	NA	9	50	27
INPAT	23721	NA	NA	8	11	11
INPAT	23730	NA	NA	8	11	10
INPAT	2374A	NA	NA	9	10	9
INPAT	23760	NA	NA	8	10	10
INPAT	2377A	NA	NA	9	67	36
INPAT	23801	NA	NA	8	8	8
INPAT	23807	NA	NA	8	9	6
INPAT	2380A	NA	NA	9	6	6
INPAT	23810	NA	NA	8	69	44
INPAT	2381A	NA	NA	9	9	7
INPAT	2382A	NA	NA	9	9	9
INPAT	2383A	NA	NA	9	27	27
INPAT	2384A	NA	NA	9	40	13
INPAT	23860	NA	NA	8	8	6
INPAT	2387B	NA	NA	9	16	7
INPAT	2387X	NA	NA	9	11	8
INPAT	23902	NA	NA	8	17	14
INPAT	2390A	NA	NA	9	277	200
INPAT	23914	NA	NA	8	36	31
INPAT	2391A	NA	NA	9	198	130
INPAT	2392A	NA	NA	9	335	289
INPAT	2393A	NA	NA	9	290	278
INPAT	2394A	NA	NA	9	26	21
INPAT	2395A	NA	NA	9	138	120
INPAT	2396A	NA	NA	9	43	29
INPAT	2397A	NA	NA	9	62	51
INPAT	2398X	NA	NA	9	90	72
INPAT	23990	NA	NA	8	6	6
INPAT	23999	NA	NA	8	77	66
INPAT	2399X	NA	NA	9	36	32
INPAT	24000	NA	NA	8	6	6
INPAT	2400A	NA	NA	9	22	21
INPAT	24010	NA	NA	8	16	16
INPAT	24099	NA	NA	8	85	78
INPAT	2409X	NA	NA	9	66	65
INPAT	24100	NA	NA	8	48	47
INPAT	2410A	NA	NA	9	200	192
INPAT	24110	NA	NA	8	173	167
INPAT	2411A	NA	NA	9	346	330
INPAT	24199	NA	NA	8	809	746
INPAT	2419X	NA	NA	9	243	237
INPAT	24200	NA	NA	8	144	86
INPAT	24209	NA	NA	8	156	120
INPAT	2420A	NA	NA	9	167	102
INPAT	24210	NA	NA	8	242	190
INPAT	2421A	NA	NA	9	16	13
INPAT	24220	NA	NA	8	102	79
INPAT	2422A	NA	NA	9	36	30
INPAT	2423X	NA	NA	9	14	13
INPAT	2428X	NA	NA	9	18	12
INPAT	2429X	NA	NA	9	57	49
INPAT	2430A	NA	NA	9	12	10
INPAT	24399	NA	NA	8	12	11
INPAT	24400	NA	NA	8	112	54
INPAT	24409	NA	NA	8	337	192
INPAT	2440A	NA	NA	9	71	44
INPAT	2441A	NA	NA	9	38	24
INPAT	2443X	NA	NA	9	14	12
INPAT	2448A	NA	NA	9	123	84
INPAT	2448B	NA	NA	9	10	8
INPAT	2448X	NA	NA	9	49	33
INPAT	24499	NA	NA	8	12	7
INPAT	2449X	NA	NA	9	223	148
INPAT	24500	NA	NA	8	55	47
INPAT	24501	NA	NA	8	36	31
INPAT	24502	NA	NA	8	10	7
INPAT	24503	NA	NA	8	33	28
INPAT	24509	NA	NA	8	79	66
INPAT	2450A	NA	NA	9	6	6
INPAT	2451A	NA	NA	9	93	78
INPAT	2452A	NA	NA	9	44	29
INPAT	2458X	NA	NA	9	8	7
INPAT	24599	NA	NA	8	97	79
INPAT	2459X	NA	NA	9	34	27
INPAT	2462A	NA	NA	9	54	53
INPAT	24699	NA	NA	8	14	14
INPAT	25000	NA	NA	8	9019	2740
INPAT	25001	NA	NA	8	29	19
INPAT	25002	NA	NA	8	575	234
INPAT	25003	NA	NA	8	13	12
INPAT	25004	NA	NA	8	105	49
INPAT	25005	NA	NA	8	160	61
INPAT	25006	NA	NA	8	15	11
INPAT	25007	NA	NA	8	79	69
INPAT	25008	NA	NA	8	284	174
INPAT	25009	NA	NA	8	561	359
INPAT	2500A	NA	NA	9	3976	1868
INPAT	2500B	NA	NA	9	7660	3190
INPAT	2500C	NA	NA	9	107	74
INPAT	2500X	NA	NA	9	358	252
INPAT	2501A	NA	NA	9	33	29
INPAT	2501B	NA	NA	9	604	403
INPAT	2501X	NA	NA	9	11	9
INPAT	2502B	NA	NA	9	34	28
INPAT	2503A	NA	NA	9	115	49
INPAT	2503B	NA	NA	9	428	114
INPAT	2504A	NA	NA	9	72	49
INPAT	2504B	NA	NA	9	451	208
INPAT	2504C	NA	NA	9	11	6
INPAT	2504X	NA	NA	9	10	6
INPAT	2505A	NA	NA	9	280	138
INPAT	2505B	NA	NA	9	203	111
INPAT	2505X	NA	NA	9	18	11
INPAT	2506A	NA	NA	9	98	50
INPAT	2506B	NA	NA	9	145	67
INPAT	2506C	NA	NA	9	9	7
INPAT	2506X	NA	NA	9	25	11
INPAT	2507A	NA	NA	9	383	184
INPAT	2507B	NA	NA	9	522	216
INPAT	2507C	NA	NA	9	14	6
INPAT	2507X	NA	NA	9	42	27
INPAT	2508A	NA	NA	9	52	33
INPAT	2508B	NA	NA	9	59	31
INPAT	2508X	NA	NA	9	35	24
INPAT	25099	NA	NA	8	9	8
INPAT	25101	NA	NA	8	61	46
INPAT	25109	NA	NA	8	48	37
INPAT	2510A	NA	NA	9	42	36
INPAT	2510B	NA	NA	9	92	78
INPAT	2511A	NA	NA	9	26	16
INPAT	2512A	NA	NA	9	28	24
INPAT	2512B	NA	NA	9	35	26
INPAT	2512X	NA	NA	9	81	60
INPAT	2513A	NA	NA	9	21	9
INPAT	2518X	NA	NA	9	16	7
INPAT	2519X	NA	NA	9	6	6
INPAT	25200	NA	NA	8	81	47
INPAT	2520A	NA	NA	9	94	56
INPAT	25219	NA	NA	8	22	10
INPAT	2521A	NA	NA	9	14	9
INPAT	25300	NA	NA	8	57	17
INPAT	2530A	NA	NA	9	62	18
INPAT	25310	NA	NA	8	25	16
INPAT	25311	NA	NA	8	13	8
INPAT	25319	NA	NA	8	11	8
INPAT	2531A	NA	NA	9	39	23
INPAT	25320	NA	NA	8	36	15
INPAT	2532A	NA	NA	9	33	18
INPAT	2533A	NA	NA	9	11	8
INPAT	2535A	NA	NA	9	68	25
INPAT	25390	NA	NA	8	36	19
INPAT	25398	NA	NA	8	32	13
INPAT	25399	NA	NA	8	15	13
INPAT	25500	NA	NA	8	30	16
INPAT	25502	NA	NA	8	13	7
INPAT	25508	NA	NA	8	11	8
INPAT	2550A	NA	NA	9	16	13
INPAT	2550B	NA	NA	9	22	11
INPAT	2550X	NA	NA	9	37	10
INPAT	25510	NA	NA	8	76	23
INPAT	2551A	NA	NA	9	48	25
INPAT	2554A	NA	NA	9	43	18
INPAT	25598	NA	NA	8	19	7
INPAT	25599	NA	NA	8	16	10
INPAT	25600	NA	NA	8	7	7
INPAT	25610	NA	NA	8	54	47
INPAT	2561A	NA	NA	9	6	6
INPAT	2564A	NA	NA	9	53	50
INPAT	25690	NA	NA	8	36	31
INPAT	25691	NA	NA	8	12	12
INPAT	25698	NA	NA	8	9	8
INPAT	25699	NA	NA	8	11	10
INPAT	25800	NA	NA	8	54	15
INPAT	2580A	NA	NA	9	10	6
INPAT	25810	NA	NA	8	35	7
INPAT	2581B	NA	NA	9	20	6
INPAT	25898	NA	NA	8	49	37
INPAT	25899	NA	NA	8	33	25
INPAT	2590A	NA	NA	9	23	13
INPAT	2591A	NA	NA	9	24	9
INPAT	2592A	NA	NA	9	16	9
INPAT	2594A	NA	NA	9	40	24
INPAT	2598X	NA	NA	9	7	7
INPAT	26500	NA	NA	8	14	12
INPAT	2662A	NA	NA	9	12	12
INPAT	2680A	NA	NA	9	20	13
INPAT	26899	NA	NA	8	19	8
INPAT	26900	NA	NA	8	90	46
INPAT	26910	NA	NA	8	132	107
INPAT	26998	NA	NA	8	147	101
INPAT	26999	NA	NA	8	37	26
INPAT	2713A	NA	NA	9	184	144
INPAT	27188	NA	NA	8	41	32
INPAT	27199	NA	NA	8	7	7
INPAT	27200	NA	NA	8	32	24
INPAT	27201	NA	NA	8	14	10
INPAT	2720A	NA	NA	9	62	39
INPAT	2720X	NA	NA	9	161	119
INPAT	2721X	NA	NA	9	23	16
INPAT	2722A	NA	NA	9	85	63
INPAT	2724A	NA	NA	9	35	29
INPAT	2724X	NA	NA	9	27	23
INPAT	2726A	NA	NA	9	6	6
INPAT	2728X	NA	NA	9	18	7
INPAT	2729X	NA	NA	9	14	11
INPAT	27300	NA	NA	8	13	6
INPAT	27311	NA	NA	8	34	7
INPAT	2731A	NA	NA	9	11	9
INPAT	27350	NA	NA	8	18	12
INPAT	27358	NA	NA	8	7	7
INPAT	27380	NA	NA	8	15	13
INPAT	27388	NA	NA	8	20	8
INPAT	27399	NA	NA	8	10	7
INPAT	27400	NA	NA	8	34	24
INPAT	2740A	NA	NA	9	179	123
INPAT	2749X	NA	NA	9	9	9
INPAT	2750A	NA	NA	9	10	6
INPAT	27510	NA	NA	8	124	10
INPAT	2753A	NA	NA	9	7	6
INPAT	2754A	NA	NA	9	24	18
INPAT	2754B	NA	NA	9	13	7
INPAT	27598	NA	NA	8	15	6
INPAT	2761A	NA	NA	9	42	35
INPAT	2765A	NA	NA	9	24	22
INPAT	2768A	NA	NA	9	92	60
INPAT	27699	NA	NA	8	33	7
INPAT	2770A	NA	NA	9	118	12
INPAT	2773A	NA	NA	9	29	7
INPAT	2773B	NA	NA	9	75	17
INPAT	2776A	NA	NA	9	22	7
INPAT	2776B	NA	NA	9	17	9
INPAT	27799	NA	NA	8	722	546
INPAT	2780A	NA	NA	9	737	457
INPAT	27899	NA	NA	8	8	7
INPAT	27900	NA	NA	8	34	30
INPAT	27901	NA	NA	8	79	63
INPAT	27908	NA	NA	8	18	13
INPAT	27909	NA	NA	8	34	18
INPAT	2790A	NA	NA	9	12	6
INPAT	2790B	NA	NA	9	84	16
INPAT	2790C	NA	NA	9	322	14
INPAT	28000	NA	NA	8	455	418
INPAT	28008	NA	NA	8	124	102
INPAT	28009	NA	NA	8	322	267
INPAT	2800A	NA	NA	9	263	204
INPAT	2801A	NA	NA	9	25	25
INPAT	2808X	NA	NA	9	38	29
INPAT	28099	NA	NA	8	8	8
INPAT	2809X	NA	NA	9	223	171
INPAT	28109	NA	NA	8	28	18
INPAT	2810A	NA	NA	9	18	12
INPAT	2810X	NA	NA	9	48	38
INPAT	28110	NA	NA	8	30	21
INPAT	2811A	NA	NA	9	17	11
INPAT	28120	NA	NA	8	9	6
INPAT	28199	NA	NA	8	22	21
INPAT	2819X	NA	NA	9	18	13
INPAT	28200	NA	NA	8	23	15
INPAT	2820A	NA	NA	9	13	9
INPAT	2830A	NA	NA	9	24	10
INPAT	28390	NA	NA	8	17	9
INPAT	2839X	NA	NA	9	15	11
INPAT	2849X	NA	NA	9	22	18
INPAT	2851A	NA	NA	9	68	61
INPAT	2858X	NA	NA	9	30	11
INPAT	28590	NA	NA	8	28	28
INPAT	28599	NA	NA	8	49	46
INPAT	2859A	NA	NA	9	62	28
INPAT	2859X	NA	NA	9	193	151
INPAT	28600	NA	NA	8	192	14
INPAT	2860A	NA	NA	9	79	11
INPAT	28630	NA	NA	8	40	18
INPAT	2864A	NA	NA	9	24	20
INPAT	28698	NA	NA	8	11	9
INPAT	28700	NA	NA	8	122	83
INPAT	2870A	NA	NA	9	70	37
INPAT	28710	NA	NA	8	53	22
INPAT	28711	NA	NA	8	9	8
INPAT	28719	NA	NA	8	130	69
INPAT	2872B	NA	NA	9	10	10
INPAT	2873A	NA	NA	9	163	64
INPAT	2875A	NA	NA	9	37	27
INPAT	28798	NA	NA	8	9	9
INPAT	28799	NA	NA	8	29	24
INPAT	2879X	NA	NA	9	11	7
INPAT	2880B	NA	NA	9	24	20
INPAT	2883X	NA	NA	9	16	10
INPAT	2888A	NA	NA	9	18	11
INPAT	2888B	NA	NA	9	45	41
INPAT	28899	NA	NA	8	53	35
INPAT	28900	NA	NA	8	21	20
INPAT	28910	NA	NA	8	74	72
INPAT	2891A	NA	NA	9	24	22
INPAT	28920	NA	NA	8	709	683
INPAT	2892A	NA	NA	9	21	20
INPAT	28930	NA	NA	8	134	121
INPAT	2898X	NA	NA	9	12	8
INPAT	28998	NA	NA	8	26	21
INPAT	28999	NA	NA	8	26	13
INPAT	29000	NA	NA	8	9	7
INPAT	2900A	NA	NA	9	168	66
INPAT	29100	NA	NA	8	136	107
INPAT	2910A	NA	NA	9	211	150
INPAT	29120	NA	NA	8	106	87
INPAT	2912A	NA	NA	9	25	11
INPAT	29130	NA	NA	8	12	12
INPAT	2913A	NA	NA	9	154	106
INPAT	2914A	NA	NA	9	13	11
INPAT	2918A	NA	NA	9	239	192
INPAT	29198	NA	NA	8	8	8
INPAT	29199	NA	NA	8	34	27
INPAT	2920A	NA	NA	9	77	58
INPAT	2921B	NA	NA	9	10	10
INPAT	2921C	NA	NA	9	13	12
INPAT	2928B	NA	NA	9	23	19
INPAT	2928X	NA	NA	9	14	13
INPAT	2930A	NA	NA	9	31	29
INPAT	29350	NA	NA	8	7	7
INPAT	2938B	NA	NA	9	10	6
INPAT	2938D	NA	NA	9	14	11
INPAT	29399	NA	NA	8	13	10
INPAT	2940A	NA	NA	9	6	6
INPAT	2941A	NA	NA	9	11	8
INPAT	29440	NA	NA	8	65	51
INPAT	2948X	NA	NA	9	46	22
INPAT	2949X	NA	NA	9	25	17
INPAT	29500	NA	NA	8	437	181
INPAT	29510	NA	NA	8	1162	291
INPAT	2951A	NA	NA	9	67	46
INPAT	2951B	NA	NA	9	46	23
INPAT	2951C	NA	NA	9	721	206
INPAT	2951D	NA	NA	9	39	27
INPAT	2951E	NA	NA	9	409	107
INPAT	2951F	NA	NA	9	15	7
INPAT	29520	NA	NA	8	272	94
INPAT	2952A	NA	NA	9	22	16
INPAT	2952B	NA	NA	9	8	6
INPAT	2952C	NA	NA	9	83	30
INPAT	2952E	NA	NA	9	79	27
INPAT	29530	NA	NA	8	1016	319
INPAT	2953A	NA	NA	9	177	96
INPAT	2953B	NA	NA	9	109	40
INPAT	2953C	NA	NA	9	776	230
INPAT	2953D	NA	NA	9	112	53
INPAT	2953E	NA	NA	9	920	288
INPAT	2953F	NA	NA	9	33	16
INPAT	29540	NA	NA	8	379	220
INPAT	2954A	NA	NA	9	692	399
INPAT	29550	NA	NA	8	280	123
INPAT	29560	NA	NA	8	478	126
INPAT	2956A	NA	NA	9	58	25
INPAT	2956C	NA	NA	9	424	126
INPAT	2956D	NA	NA	9	9	6
INPAT	2956E	NA	NA	9	162	57
INPAT	2956F	NA	NA	9	30	16
INPAT	29570	NA	NA	8	771	264
INPAT	2957A	NA	NA	9	1286	339
INPAT	29580	NA	NA	8	1025	501
INPAT	29588	NA	NA	8	14	9
INPAT	29590	NA	NA	8	8	6
INPAT	29599	NA	NA	8	1659	579
INPAT	2959A	NA	NA	9	846	354
INPAT	2959B	NA	NA	9	99	59
INPAT	2959C	NA	NA	9	1175	392
INPAT	2959D	NA	NA	9	123	56
INPAT	2959E	NA	NA	9	1034	378
INPAT	2959F	NA	NA	9	47	25
INPAT	2959X	NA	NA	9	21	12
INPAT	29600	NA	NA	8	60	33
INPAT	29610	NA	NA	8	296	113
INPAT	2961A	NA	NA	9	292	151
INPAT	2961B	NA	NA	9	204	109
INPAT	2961C	NA	NA	9	1000	554
INPAT	2961D	NA	NA	9	688	425
INPAT	2961E	NA	NA	9	449	298
INPAT	2961F	NA	NA	9	26	12
INPAT	29620	NA	NA	8	146	90
INPAT	2962A	NA	NA	9	85	47
INPAT	2962B	NA	NA	9	43	27
INPAT	2962C	NA	NA	9	192	97
INPAT	2962D	NA	NA	9	132	61
INPAT	2962E	NA	NA	9	229	107
INPAT	2962F	NA	NA	9	13	7
INPAT	29630	NA	NA	8	206	80
INPAT	2963A	NA	NA	9	23	15
INPAT	2963B	NA	NA	9	16	9
INPAT	2963C	NA	NA	9	45	29
INPAT	2963D	NA	NA	9	43	30
INPAT	2963E	NA	NA	9	36	26
INPAT	2964A	NA	NA	9	23	12
INPAT	2964C	NA	NA	9	83	30
INPAT	2964D	NA	NA	9	42	17
INPAT	2964E	NA	NA	9	62	25
INPAT	2967A	NA	NA	9	197	119
INPAT	29688	NA	NA	8	41	25
INPAT	2968A	NA	NA	9	1620	954
INPAT	29699	NA	NA	8	121	73
INPAT	29700	NA	NA	8	157	85
INPAT	29710	NA	NA	8	15	9
INPAT	2971A	NA	NA	9	482	245
INPAT	29798	NA	NA	8	42	26
INPAT	29800	NA	NA	8	240	183
INPAT	29810	NA	NA	8	46	36
INPAT	29820	NA	NA	8	218	139
INPAT	29830	NA	NA	8	330	225
INPAT	2988A	NA	NA	9	382	282
INPAT	29899	NA	NA	8	245	166
INPAT	2989X	NA	NA	9	1994	1048
INPAT	2998A	NA	NA	9	37	6
INPAT	29999	NA	NA	8	735	420
INPAT	2999A	NA	NA	9	28	9
INPAT	30000	NA	NA	8	1097	703
INPAT	3000A	NA	NA	9	596	332
INPAT	3000B	NA	NA	9	249	129
INPAT	3000C	NA	NA	9	208	132
INPAT	30010	NA	NA	8	246	134
INPAT	3001A	NA	NA	9	74	33
INPAT	30020	NA	NA	8	217	114
INPAT	3002B	NA	NA	9	96	51
INPAT	3002D	NA	NA	9	70	30
INPAT	3002X	NA	NA	9	44	36
INPAT	30030	NA	NA	8	130	62
INPAT	3003A	NA	NA	9	90	39
INPAT	30040	NA	NA	8	861	555
INPAT	30041	NA	NA	8	1794	1130
INPAT	3004A	NA	NA	9	846	378
INPAT	30050	NA	NA	8	199	159
INPAT	30060	NA	NA	8	15	10
INPAT	3006A	NA	NA	9	7	6
INPAT	30070	NA	NA	8	79	45
INPAT	3007A	NA	NA	9	19	16
INPAT	30080	NA	NA	8	8	8
INPAT	30088	NA	NA	8	779	407
INPAT	3008A	NA	NA	9	89	54
INPAT	30099	NA	NA	8	270	204
INPAT	3009X	NA	NA	9	199	144
INPAT	30100	NA	NA	8	75	49
INPAT	3010A	NA	NA	9	94	47
INPAT	30110	NA	NA	8	154	75
INPAT	3011D	NA	NA	9	33	20
INPAT	30120	NA	NA	8	153	90
INPAT	3012A	NA	NA	9	75	37
INPAT	3012C	NA	NA	9	361	127
INPAT	30130	NA	NA	8	67	28
INPAT	30140	NA	NA	8	22	12
INPAT	3014A	NA	NA	9	36	22
INPAT	30150	NA	NA	8	82	45
INPAT	3015A	NA	NA	9	39	12
INPAT	30160	NA	NA	8	21	17
INPAT	3016A	NA	NA	9	282	123
INPAT	30170	NA	NA	8	175	82
INPAT	3017A	NA	NA	9	165	76
INPAT	30180	NA	NA	8	935	431
INPAT	30188	NA	NA	8	909	366
INPAT	3018B	NA	NA	9	120	55
INPAT	3018C	NA	NA	9	43	27
INPAT	3018D	NA	NA	9	2066	608
INPAT	3018E	NA	NA	9	38	16
INPAT	3018X	NA	NA	9	1474	697
INPAT	30199	NA	NA	8	190	133
INPAT	30200	NA	NA	8	9	8
INPAT	3020A	NA	NA	9	8	6
INPAT	30300	NA	NA	8	1340	724
INPAT	30310	NA	NA	8	918	516
INPAT	30320	NA	NA	8	1248	496
INPAT	30398	NA	NA	8	112	91
INPAT	30399	NA	NA	8	261	203
INPAT	3039X	NA	NA	9	3599	1402
INPAT	30400	NA	NA	8	9	9
INPAT	3040A	NA	NA	9	50	32
INPAT	30410	NA	NA	8	8	7
INPAT	3041A	NA	NA	9	211	129
INPAT	30420	NA	NA	8	20	18
INPAT	3042A	NA	NA	9	7	6
INPAT	30430	NA	NA	8	138	98
INPAT	3043A	NA	NA	9	65	46
INPAT	3044A	NA	NA	9	116	59
INPAT	30450	NA	NA	8	19	14
INPAT	3046A	NA	NA	9	32	10
INPAT	30470	NA	NA	8	9	8
INPAT	30488	NA	NA	8	88	63
INPAT	30499	NA	NA	8	86	62
INPAT	3049X	NA	NA	9	301	121
INPAT	30500	NA	NA	8	10	7
INPAT	3050A	NA	NA	9	1176	757
INPAT	30510	NA	NA	8	34	25
INPAT	3051A	NA	NA	9	19	11
INPAT	30520	NA	NA	8	46	44
INPAT	3052A	NA	NA	9	8	7
INPAT	30530	NA	NA	8	170	150
INPAT	3054A	NA	NA	9	26	24
INPAT	30550	NA	NA	8	92	75
INPAT	30560	NA	NA	8	16	11
INPAT	3057A	NA	NA	9	17	15
INPAT	30580	NA	NA	8	15	11
INPAT	30598	NA	NA	8	35	23
INPAT	30599	NA	NA	8	69	64
INPAT	3059X	NA	NA	9	38	27
INPAT	30600	NA	NA	8	20	14
INPAT	30610	NA	NA	8	74	48
INPAT	30620	NA	NA	8	25	18
INPAT	30630	NA	NA	8	28	19
INPAT	30640	NA	NA	8	12	10
INPAT	30650	NA	NA	8	120	46
INPAT	30660	NA	NA	8	168	118
INPAT	30670	NA	NA	8	82	51
INPAT	30680	NA	NA	8	238	205
INPAT	30698	NA	NA	8	32	29
INPAT	3071A	NA	NA	9	181	71
INPAT	3072A	NA	NA	9	13	11
INPAT	3074A	NA	NA	9	394	334
INPAT	3074F	NA	NA	9	24	20
INPAT	3074G	NA	NA	9	8	7
INPAT	3074H	NA	NA	9	7	6
INPAT	3075A	NA	NA	9	39	23
INPAT	3075B	NA	NA	9	46	21
INPAT	3076A	NA	NA	9	37	23
INPAT	3076B	NA	NA	9	25	16
INPAT	3076C	NA	NA	9	66	29
INPAT	3077A	NA	NA	9	35	21
INPAT	3078A	NA	NA	9	57	39
INPAT	30799	NA	NA	8	314	233
INPAT	3079X	NA	NA	9	73	26
INPAT	30899	NA	NA	8	178	106
INPAT	3090A	NA	NA	9	423	309
INPAT	30920	NA	NA	8	103	57
INPAT	3092A	NA	NA	9	36	25
INPAT	3092B	NA	NA	9	10	8
INPAT	3092C	NA	NA	9	34	31
INPAT	3092D	NA	NA	9	236	186
INPAT	3092E	NA	NA	9	265	191
INPAT	3093A	NA	NA	9	88	48
INPAT	3094A	NA	NA	9	239	117
INPAT	3098X	NA	NA	9	40	26
INPAT	30998	NA	NA	8	12	9
INPAT	30999	NA	NA	8	13	12
INPAT	3099X	NA	NA	9	47	36
INPAT	31000	NA	NA	8	46	30
INPAT	31009	NA	NA	8	113	55
INPAT	3101A	NA	NA	9	39	14
INPAT	31099	NA	NA	8	327	124
INPAT	31100	NA	NA	8	31	18
INPAT	31109	NA	NA	8	35	21
INPAT	31199	NA	NA	8	146	47
INPAT	3120A	NA	NA	9	49	27
INPAT	3123A	NA	NA	9	14	7
INPAT	3123D	NA	NA	9	47	12
INPAT	3123X	NA	NA	9	10	6
INPAT	31299	NA	NA	8	21	10
INPAT	3138A	NA	NA	9	26	11
INPAT	3138B	NA	NA	9	78	41
INPAT	3138C	NA	NA	9	135	31
INPAT	3138X	NA	NA	9	59	28
INPAT	3140B	NA	NA	9	72	24
INPAT	3141A	NA	NA	9	145	61
INPAT	31500	NA	NA	8	7	6
INPAT	31509	NA	NA	8	7	6
INPAT	3150A	NA	NA	9	58	21
INPAT	3152A	NA	NA	9	46	20
INPAT	3153A	NA	NA	9	287	114
INPAT	3153X	NA	NA	9	136	73
INPAT	3154A	NA	NA	9	40	23
INPAT	31599	NA	NA	8	45	27
INPAT	3159X	NA	NA	9	102	66
INPAT	3160A	NA	NA	9	124	39
INPAT	3170A	NA	NA	9	156	75
INPAT	3170B	NA	NA	9	156	52
INPAT	3180A	NA	NA	9	22	9
INPAT	3180B	NA	NA	9	25	6
INPAT	3199A	NA	NA	9	51	25
INPAT	3199B	NA	NA	9	10	7
INPAT	32000	NA	NA	8	67	57
INPAT	3200A	NA	NA	9	11	8
INPAT	32010	NA	NA	8	12	11
INPAT	32088	NA	NA	8	125	117
INPAT	32099	NA	NA	8	239	210
INPAT	3209X	NA	NA	9	18	12
INPAT	32200	NA	NA	8	11	7
INPAT	3229X	NA	NA	9	60	47
INPAT	32300	NA	NA	8	23	19
INPAT	32308	NA	NA	8	15	10
INPAT	32309	NA	NA	8	78	57
INPAT	3238B	NA	NA	9	26	18
INPAT	3239X	NA	NA	9	37	25
INPAT	32400	NA	NA	8	20	12
INPAT	33000	NA	NA	8	27	9
INPAT	33030	NA	NA	8	14	8
INPAT	33098	NA	NA	8	76	23
INPAT	3310A	NA	NA	9	33	17
INPAT	3312X	NA	NA	9	13	12
INPAT	3313A	NA	NA	9	73	31
INPAT	3314A	NA	NA	9	79	30
INPAT	3318X	NA	NA	9	20	11
INPAT	3319X	NA	NA	9	24	13
INPAT	3320A	NA	NA	9	218	70
INPAT	3321A	NA	NA	9	26	12
INPAT	3331A	NA	NA	9	29	22
INPAT	3338X	NA	NA	9	64	39
INPAT	3339X	NA	NA	9	26	20
INPAT	3342A	NA	NA	9	24	13
INPAT	3343A	NA	NA	9	22	7
INPAT	3352A	NA	NA	9	19	9
INPAT	3360A	NA	NA	9	27	9
INPAT	3361A	NA	NA	9	7	6
INPAT	3369X	NA	NA	9	47	18
INPAT	3400A	NA	NA	9	397	131
INPAT	34099	NA	NA	8	331	101
INPAT	34100	NA	NA	8	9	7
INPAT	34108	NA	NA	8	19	13
INPAT	34109	NA	NA	8	47	30
INPAT	3418X	NA	NA	9	7	6
INPAT	3419X	NA	NA	9	58	27
INPAT	34200	NA	NA	8	41	22
INPAT	34208	NA	NA	8	11	6
INPAT	34209	NA	NA	8	15	10
INPAT	3429X	NA	NA	9	117	74
INPAT	34300	NA	NA	8	76	39
INPAT	34301	NA	NA	8	135	35
INPAT	34302	NA	NA	8	43	15
INPAT	34304	NA	NA	8	12	9
INPAT	34308	NA	NA	8	66	30
INPAT	34309	NA	NA	8	66	30
INPAT	3430A	NA	NA	9	229	42
INPAT	3431A	NA	NA	9	147	41
INPAT	3432A	NA	NA	9	23	10
INPAT	3432B	NA	NA	9	27	9
INPAT	3438X	NA	NA	9	21	11
INPAT	3439X	NA	NA	9	16	6
INPAT	34400	NA	NA	8	136	92
INPAT	34401	NA	NA	8	20	13
INPAT	34402	NA	NA	8	45	23
INPAT	34408	NA	NA	8	77	52
INPAT	34409	NA	NA	8	48	43
INPAT	3449X	NA	NA	9	33	18
INPAT	34500	NA	NA	8	58	43
INPAT	34509	NA	NA	8	51	34
INPAT	3450A	NA	NA	9	69	45
INPAT	34510	NA	NA	8	324	172
INPAT	34511	NA	NA	8	22	8
INPAT	34519	NA	NA	8	102	66
INPAT	3451A	NA	NA	9	428	206
INPAT	34520	NA	NA	8	23	7
INPAT	3452A	NA	NA	9	10	9
INPAT	34530	NA	NA	8	250	111
INPAT	34531	NA	NA	8	11	7
INPAT	34532	NA	NA	8	278	131
INPAT	34533	NA	NA	8	52	32
INPAT	34539	NA	NA	8	78	48
